,TIMESTAMP,PM2.5,PM10,TEMPERATURE,HUMIDITY,NO2,Ozone,WS,WD,SR
572,2025-10-30 05:00:00,12.82,18.17,25.83,100.0,6.95,18.97,0.53,58.7,22.43
573,2025-10-30 06:00:00,13.25,19.14,25.93,99.79,7.88,19.1,0.56,59.13,24.42
574,2025-10-30 07:00:00,19.49,29.27,25.71,92.51,8.06,18.91,0.44,57.28,56.3
575,2025-10-30 08:00:00,19.28,30.55,25.9,86.52,7.92,18.92,0.34,55.46,81.67
576,2025-10-30 09:00:00,20.55,31.67,26.53,90.37,9.93,18.84,0.32,55.1,139.38
577,2025-10-30 10:00:00,17.1,26.33,25.29,98.71,7.84,19.06,0.32,55.46,90.53
578,2025-10-30 11:00:00,15.69,23.93,25.3,99.6,9.77,19.11,0.38,57.31,210.2
579,2025-10-30 12:00:00,16.2,25.77,26.38,97.56,7.55,18.96,0.46,58.88,282.88
580,2025-10-30 13:00:00,20.98,31.99,27.74,91.32,6.75,19.05,0.35,55.9,203.77
581,2025-10-30 14:00:00,21.53,32.3,28.66,87.22,7.26,18.88,0.27,54.27,369.42
582,2025-10-30 15:00:00,22.01,33.55,29.26,79.51,10.1,19.11,0.16,52.31,135.77
583,2025-10-30 16:00:00,17.66,27.78,28.92,83.21,9.07,19.0,0.09,51.45,88.0
584,2025-10-30 17:00:00,20.12,31.74,28.45,84.99,13.18,19.19,0.06,51.14,37.73
585,2025-10-30 18:00:00,19.91,32.54,28.04,83.84,13.65,19.16,0.06,51.0,19.38
586,2025-10-30 19:00:00,29.65,43.88,27.83,84.25,12.06,18.98,0.05,50.89,21.3
587,2025-10-30 20:00:00,28.28,41.53,27.61,88.04,13.39,19.04,0.05,50.82,21.68
588,2025-10-30 21:00:00,30.56,43.0,26.66,97.11,11.59,18.78,0.05,50.81,19.75
589,2025-10-30 22:00:00,44.11,60.33,26.74,97.6,12.77,19.28,0.05,50.75,20.08
590,2025-10-30 23:00:00,44.0,58.0,26.9,91.4,12.24,18.94,0.05,50.72,20.8
591,2025-10-31 00:00:00,27.97,42.56,26.68,89.89,11.67,19.18,0.05,50.66,20.5
592,2025-10-31 01:00:00,21.49,31.26,26.51,89.07,11.15,19.15,0.05,50.63,21.23
593,2025-10-31 02:00:00,19.24,28.6,26.48,88.67,10.48,19.02,0.05,50.63,22.0
594,2025-10-31 03:00:00,16.17,24.75,26.49,86.99,10.0,18.52,0.05,50.62,22.52
595,2025-10-31 04:00:00,15.65,23.97,26.33,89.18,11.63,18.82,0.05,50.56,22.3
596,2025-10-31 05:00:00,14.45,22.2,26.06,90.54,10.97,18.68,0.05,50.54,21.88
597,2025-10-31 06:00:00,15.28,22.3,26.34,88.22,11.49,18.87,0.05,50.49,22.9
598,2025-10-31 07:00:00,15.53,23.16,26.54,88.31,13.24,19.3,0.05,50.45,35.15
599,2025-10-31 08:00:00,21.3,32.77,26.23,95.26,11.57,19.23,0.07,51.32,49.88
600,2025-11-05 11:00:00,23.28,40.12,29.47,74.56,8.21,18.98,0.03,50.11,500.95
601,2025-11-05 12:00:00,18.79,28.34,30.0,67.8,7.13,19.18,0.03,50.1,592.02
602,2025-11-05 13:00:00,18.17,27.79,30.43,71.21,6.3,19.36,0.03,50.09,524.27
603,2025-11-05 14:00:00,19.18,28.17,30.45,72.46,6.79,19.28,0.03,50.36,265.72
604,2025-11-05 15:00:00,16.93,25.66,29.41,74.83,6.69,18.95,0.03,50.46,324.35
605,2025-11-05 16:00:00,16.36,24.82,28.58,77.19,6.56,18.82,0.03,50.38,170.45
606,2025-11-05 17:00:00,15.64,23.98,27.96,79.74,7.04,18.99,0.03,50.33,43.75
607,2025-11-05 18:00:00,19.63,28.72,27.37,83.45,7.33,19.31,0.03,50.29,19.48
608,2025-11-05 19:00:00,21.15,32.31,27.04,85.25,8.18,18.94,0.03,50.23,19.83
609,2025-11-05 20:00:00,22.41,35.06,26.81,84.84,8.17,19.18,0.03,50.18,20.65
610,2025-11-05 21:00:00,23.14,37.42,26.73,84.68,8.72,19.1,0.03,50.18,19.88
611,2025-11-05 22:00:00,22.75,35.91,26.54,84.9,10.12,19.11,0.03,50.17,20.68
612,2025-11-05 23:00:00,27.42,41.66,26.32,87.19,11.66,18.7,0.03,50.13,22.0
613,2025-11-06 00:00:00,26.3,41.29,26.29,88.26,10.35,18.93,0.03,50.13,21.98
614,2025-11-06 01:00:00,21.52,33.64,26.09,89.01,9.03,18.85,0.03,50.11,20.67
615,2025-11-06 02:00:00,25.58,41.43,25.71,90.55,9.82,19.13,0.03,50.1,20.23
616,2025-11-06 03:00:00,25.94,42.39,25.47,91.42,8.75,18.78,0.03,50.11,19.02
617,2025-11-06 04:00:00,21.44,32.77,25.31,91.53,10.03,18.93,0.03,50.11,19.85
618,2025-11-06 05:00:00,20.36,29.39,25.16,92.43,12.29,19.03,0.03,50.14,19.95
619,2025-11-06 06:00:00,24.45,41.88,24.95,94.18,12.24,18.72,0.03,50.15,22.4
620,2025-11-06 07:00:00,30.92,46.42,24.91,94.3,14.05,18.73,0.03,50.17,44.97
621,2025-11-06 08:00:00,35.54,50.06,25.39,92.12,12.88,18.88,0.03,50.12,76.75
622,2025-11-06 09:00:00,29.78,45.9,26.53,87.72,12.1,18.83,0.03,50.12,101.03
623,2025-11-06 10:00:00,28.02,43.81,28.12,81.56,9.91,18.99,0.03,50.11,153.6
624,2025-11-06 11:00:00,24.9,40.54,29.2,76.01,9.08,18.73,0.03,50.11,484.62
625,2025-11-06 12:00:00,24.64,40.56,29.89,72.29,7.5,19.24,0.03,50.1,440.9
626,2025-11-06 13:00:00,29.62,42.74,30.37,70.25,8.69,18.64,0.03,50.36,464.83
627,2025-11-06 14:00:00,26.48,41.12,30.38,71.79,8.91,19.16,0.03,50.1,412.97
628,2025-11-06 15:00:00,31.9,45.61,29.75,78.72,6.46,19.25,0.03,50.09,300.43
629,2025-11-06 16:00:00,36.53,50.38,28.84,80.88,6.38,19.04,0.03,50.09,146.45
630,2025-11-06 17:00:00,36.01,50.53,28.12,83.72,7.04,19.19,0.03,50.09,38.82
631,2025-11-06 18:00:00,36.04,51.58,27.65,85.83,8.37,18.98,0.03,50.09,19.7
632,2025-11-06 19:00:00,38.21,53.59,27.55,86.75,8.19,18.76,0.03,50.09,19.82
633,2025-11-06 20:00:00,37.79,53.92,27.42,88.17,8.37,18.91,0.03,50.09,20.5
634,2025-11-06 21:00:00,39.92,58.91,27.31,89.84,8.09,18.71,0.03,50.09,20.35
635,2025-11-06 22:00:00,40.79,58.92,27.21,90.72,8.08,19.24,0.03,50.09,20.15
636,2025-11-06 23:00:00,40.39,58.56,26.96,92.38,10.36,18.96,0.03,50.09,19.8
637,2025-11-07 00:00:00,40.89,60.24,26.88,92.66,13.57,19.09,0.03,50.09,20.8
638,2025-11-07 01:00:00,40.38,59.88,26.62,93.51,17.8,19.25,0.03,50.09,20.4
639,2025-11-07 02:00:00,41.53,61.96,26.46,93.18,14.68,19.18,0.03,50.09,20.92
640,2025-11-07 03:00:00,43.38,64.94,26.31,94.15,12.49,19.05,0.03,50.09,20.95
641,2025-11-07 04:00:00,44.39,66.73,26.12,94.11,11.87,18.82,0.03,50.09,20.73
642,2025-11-07 05:00:00,45.52,69.92,25.73,95.99,11.87,19.17,0.03,50.09,20.68
643,2025-11-07 06:00:00,48.14,74.57,25.52,97.25,12.04,18.77,0.03,50.09,21.8
644,2025-11-07 07:00:00,50.43,79.1,25.68,97.17,11.67,18.84,0.03,50.09,54.33
645,2025-11-07 08:00:00,42.67,64.97,26.29,95.28,9.89,19.05,0.03,50.09,98.12
646,2025-11-07 09:00:00,43.12,63.62,27.29,91.19,8.95,18.91,0.03,50.09,94.47
647,2025-11-07 10:00:00,40.82,59.86,29.08,79.62,9.04,18.95,0.03,50.09,145.35
648,2025-11-07 11:00:00,36.04,50.51,30.13,68.15,7.41,19.23,0.03,50.11,580.88
649,2025-11-07 12:00:00,33.77,45.19,30.8,60.43,8.36,18.8,0.03,50.09,569.4
650,2025-11-07 13:00:00,33.46,43.87,31.31,59.17,6.99,19.15,0.02,50.09,542.42
651,2025-11-07 14:00:00,33.55,44.47,31.06,60.83,6.4,18.68,0.02,50.09,467.22
652,2025-11-07 15:00:00,33.92,46.68,30.16,69.42,6.57,19.24,0.02,50.09,316.48
653,2025-11-07 16:00:00,28.42,41.92,29.55,71.92,6.89,19.0,0.03,50.11,151.8
654,2025-11-07 17:00:00,21.23,32.12,28.7,71.93,12.43,18.97,0.03,50.09,36.12
655,2025-11-07 18:00:00,21.79,33.11,28.14,76.02,10.16,18.83,0.03,50.08,17.8
656,2025-11-07 19:00:00,23.42,36.94,27.81,74.78,8.86,19.0,0.03,50.05,18.95
657,2025-11-07 20:00:00,30.43,44.55,27.53,73.87,9.02,18.77,0.03,50.04,19.5
658,2025-11-07 21:00:00,36.26,49.91,27.26,78.5,8.63,19.25,0.03,50.02,19.17
659,2025-11-07 22:00:00,40.63,56.45,26.96,80.21,12.8,18.9,0.03,50.05,19.27
660,2025-11-07 23:00:00,42.68,60.0,26.8,83.08,16.07,19.31,0.03,50.05,20.25
661,2025-11-08 00:00:00,36.9,51.33,26.76,80.5,11.18,19.25,0.03,50.05,22.42
662,2025-11-08 01:00:00,30.53,44.83,26.44,74.29,10.03,19.3,0.03,50.05,20.38
663,2025-11-08 02:00:00,36.29,49.71,25.84,75.49,12.39,18.74,0.03,50.07,19.6
664,2025-11-08 03:00:00,30.1,45.33,25.63,75.56,11.09,18.97,0.03,50.08,19.43
665,2025-11-08 04:00:00,29.87,45.76,25.26,76.39,12.37,19.05,0.03,50.09,20.15
666,2025-11-08 05:00:00,30.43,46.16,25.09,76.1,12.07,18.67,0.03,50.09,19.88
667,2025-11-08 06:00:00,32.21,47.45,24.83,75.85,14.77,18.72,0.03,50.1,21.5
668,2025-11-08 07:00:00,36.28,51.47,24.82,75.12,12.76,19.09,0.03,50.1,40.08
669,2025-11-08 08:00:00,36.03,50.85,25.67,70.73,13.76,19.26,0.03,50.09,58.98
670,2025-11-08 09:00:00,34.85,48.59,27.12,64.26,11.53,19.02,0.02,50.09,70.33
671,2025-11-08 10:00:00,31.76,44.83,28.92,60.11,10.82,18.58,0.02,50.09,127.97
672,2025-11-08 11:00:00,27.82,41.46,30.35,54.44,10.79,19.04,0.01,50.09,601.92
673,2025-11-08 12:00:00,25.37,39.53,31.11,51.6,10.07,18.96,0.01,50.09,585.88
674,2025-11-08 13:00:00,25.59,38.24,31.54,50.46,9.26,18.71,0.01,50.09,555.1
675,2025-11-08 14:00:00,20.91,29.04,31.39,49.44,8.07,19.04,0.01,50.09,501.38
676,2025-11-08 15:00:00,31.0,46.25,30.57,52.05,8.5,18.82,0.01,50.09,349.65
677,2025-11-08 16:00:00,29.76,42.85,29.62,56.79,9.83,19.15,0.01,50.09,177.93
678,2025-11-08 17:00:00,38.14,54.44,28.97,62.48,13.39,18.95,0.01,50.09,30.57
679,2025-11-08 18:00:00,32.55,45.72,28.34,69.97,16.08,19.05,0.01,50.05,15.53
680,2025-11-10 10:00:00,24.54,41.41,27.14,61.75,12.09,18.67,0.01,50.09,584.1
681,2025-11-10 11:00:00,25.05,42.56,28.61,57.73,11.54,18.63,0.01,50.09,460.05
