TIMESTAMP,PM2.5,PM10,TEMPERATURE,HUMIDITY,RH,WS,WD,SR,RF,AT,NO2,Ozone
2025-08-13 00:00:00,21.4,29.93,32.71,68.37,70.87,2.06,204.5,0.0,0.0,26.19,11.21,14.96
2025-08-13 01:00:00,21.4,29.93,32.71,68.37,70.82,1.47,234.78,0.0,0.0,26.13,11.04,14.61
2025-08-13 02:00:00,21.4,29.93,32.71,68.36,70.93,2.18,205.64,0.0,0.0,26.26,11.36,16.14
2025-08-13 03:00:00,21.4,29.93,32.71,68.36,71.05,1.73,207.66,0.0,0.2,26.39,15.19,14.63
2025-08-13 04:00:00,21.4,29.93,32.71,68.35,70.9,1.85,207.88,0.0,0.0,26.23,17.1,11.88
2025-08-13 05:00:00,21.4,29.93,32.71,68.34,70.87,1.82,160.31,0.0,0.0,26.2,19.7,12.37
2025-08-13 06:00:00,21.4,29.93,32.71,68.34,70.98,1.75,200.7,0.0,0.0,26.32,28.88,17.4
2025-08-13 07:00:00,21.4,29.93,32.7,68.33,71.03,1.91,190.52,0.5,0.0,26.38,24.03,20.41
2025-08-13 08:00:00,21.4,29.93,32.7,68.32,71.29,2.07,198.74,39.85,0.0,26.69,16.33,28.6
2025-08-13 09:00:00,21.4,29.93,32.7,68.32,71.87,2.1,188.72,129.35,0.0,27.36,14.2,30.8
2025-08-13 10:00:00,21.4,29.93,32.7,68.31,71.73,2.22,195.37,124.65,0.1,27.2,12.45,30.15
2025-08-13 11:00:00,21.4,29.93,32.7,68.31,72.34,2.19,182.95,127.3,0.0,27.93,10.71,41.92
2025-08-13 12:00:00,21.4,29.93,32.7,68.3,72.57,2.31,162.28,100.8,0.0,28.18,10.29,51.8
2025-08-13 13:00:00,21.4,29.93,32.7,68.29,72.43,2.29,208.48,101.9,0.2,28.02,11.88,55.78
2025-08-13 14:00:00,21.4,29.93,32.7,68.29,72.01,2.24,211.78,54.97,0.0,27.54,11.14,58.74
2025-08-13 15:00:00,21.4,29.93,32.7,68.28,71.71,2.2,209.27,26.05,0.1,27.18,11.67,59.1
2025-08-13 16:00:00,21.4,29.93,32.7,68.27,71.33,2.08,208.86,1.07,0.3,26.73,12.03,43.02
2025-08-13 17:00:00,21.4,29.93,32.7,68.27,70.9,1.64,165.81,0.0,0.0,26.22,11.69,35.97
2025-08-13 18:00:00,21.4,29.93,32.7,68.26,70.94,1.25,204.03,0.0,0.1,26.28,11.52,31.59
2025-08-13 19:00:00,21.4,29.93,32.69,68.26,70.92,1.41,195.3,0.0,0.0,26.26,11.73,30.35
2025-08-13 20:00:00,21.4,29.93,32.69,68.25,71.05,1.23,305.9,0.0,0.0,26.41,11.97,30.13
2025-08-13 21:00:00,21.4,29.93,32.69,68.24,70.98,1.24,143.58,0.0,0.0,26.32,11.66,32.43
2025-08-13 22:00:00,21.4,29.93,32.69,68.24,70.97,1.24,174.99,0.0,0.0,26.32,11.18,32.4
2025-08-13 23:00:00,21.4,29.93,32.69,68.23,70.84,1.87,184.94,0.0,0.0,26.15,21.25,23.55
2025-08-14 00:00:00,21.4,29.93,32.69,68.22,70.9,1.47,195.77,0.0,0.0,26.22,22.56,20.23
2025-08-14 01:00:00,21.4,29.93,32.69,68.22,70.87,1.69,191.56,0.0,0.0,26.19,21.96,18.99
2025-08-14 02:00:00,21.41,29.93,32.69,68.21,70.77,0.8,245.69,0.0,0.0,26.09,11.38,15.56
2025-08-14 03:00:00,21.41,29.93,32.69,68.2,70.77,2.02,205.82,0.0,0.0,26.08,11.16,16.74
2025-08-14 04:00:00,21.41,29.93,32.69,68.2,70.65,2.01,208.54,0.0,0.0,25.95,20.39,20.88
2025-08-14 05:00:00,21.41,29.93,32.69,68.19,70.6,1.77,258.75,0.0,0.0,25.89,19.95,20.52
2025-08-14 06:00:00,21.41,29.93,32.68,68.19,70.59,1.37,185.7,0.0,0.0,25.87,20.72,20.82
2025-08-14 07:00:00,21.41,29.93,32.68,68.18,70.95,1.64,185.38,8.43,0.0,26.3,18.87,20.34
2025-08-14 08:00:00,21.41,29.93,32.68,68.17,71.41,1.84,244.94,88.0,0.0,26.84,11.46,20.15
2025-08-14 09:00:00,21.41,29.93,32.68,68.17,71.77,1.46,183.85,46.02,0.0,27.26,11.65,20.41
2025-08-14 10:00:00,21.41,29.93,32.68,68.16,72.66,1.34,221.08,173.03,0.0,28.31,11.61,26.06
2025-08-14 11:00:00,21.41,29.93,32.68,68.15,74.08,1.81,198.1,153.47,0.0,29.99,12.06,41.54
2025-08-14 12:00:00,21.41,29.93,32.68,68.15,73.64,1.68,181.17,77.95,0.0,29.48,11.53,56.05
2025-08-14 13:00:00,21.41,29.93,32.68,68.14,73.89,2.08,181.4,101.85,0.0,29.77,11.18,63.64
2025-08-14 14:00:00,21.41,29.93,32.68,68.14,72.88,1.97,177.31,48.77,0.0,28.57,10.36,61.76
2025-08-14 15:00:00,21.41,29.93,32.68,68.13,72.57,1.61,176.3,36.0,0.0,28.19,12.04,61.99
2025-08-14 16:00:00,21.41,29.93,32.68,68.12,72.71,1.6,184.85,70.2,0.0,28.36,11.82,60.93
2025-08-14 17:00:00,21.41,29.93,32.68,68.12,72.5,2.02,206.91,9.65,0.1,28.12,11.66,50.86
2025-08-14 18:00:00,21.41,29.93,32.67,68.11,71.9,1.89,196.07,0.0,0.0,27.43,11.98,39.35
2025-08-14 19:00:00,21.41,29.93,32.67,68.1,71.83,1.96,182.36,0.0,0.0,27.33,11.08,29.77
2025-08-14 20:00:00,21.41,29.93,32.67,68.1,71.5,2.02,208.55,0.0,0.2,26.94,11.18,31.03
2025-08-14 21:00:00,21.41,29.93,32.67,68.09,71.16,1.79,200.17,0.0,0.0,26.54,13.5,30.89
2025-08-14 22:00:00,21.41,29.93,32.67,68.09,71.12,1.87,215.69,0.0,0.0,26.5,12.23,30.13
2025-08-14 23:00:00,21.41,29.93,32.67,68.08,71.03,1.77,200.5,0.0,0.7,26.4,18.95,22.69
2025-08-15 00:00:00,21.41,29.93,32.67,68.07,71.15,2.0,208.13,0.0,0.0,26.53,19.34,21.63
2025-08-15 01:00:00,21.41,29.93,32.67,68.07,71.03,2.08,209.73,0.0,0.3,26.4,19.06,21.23
2025-08-15 02:00:00,21.41,29.93,32.67,68.06,70.96,1.71,209.04,0.0,0.0,26.32,18.91,21.55
2025-08-15 03:00:00,21.41,29.93,32.67,68.05,70.85,2.07,214.74,0.0,0.0,26.2,12.93,18.75
2025-08-15 04:00:00,21.41,29.93,32.67,68.05,70.77,1.96,213.2,0.0,0.0,26.09,11.95,16.61
2025-08-15 05:00:00,21.41,29.93,32.66,68.04,70.75,1.96,208.53,0.0,0.0,26.08,12.14,13.57
2025-08-15 06:00:00,21.41,29.93,32.66,68.04,70.8,1.54,211.53,0.0,0.0,26.14,12.69,18.54
2025-08-15 07:00:00,21.41,29.93,32.66,68.03,71.03,1.81,185.69,0.0,0.0,26.41,14.67,20.61
2025-08-15 08:00:00,21.42,29.93,32.66,68.02,71.48,1.94,196.68,9.35,0.0,26.93,16.35,24.96
2025-08-15 12:00:00,21.42,29.93,32.66,68.0,72.1,2.14,209.83,40.9,0.0,27.66,11.15,37.28
2025-08-15 13:00:00,21.42,29.93,32.66,67.99,72.06,2.1,207.31,36.18,0.1,27.61,12.12,62.66
2025-08-15 14:00:00,21.42,29.93,32.66,67.99,72.09,1.86,195.78,20.85,0.1,27.63,12.68,62.41
2025-08-15 15:00:00,21.42,29.93,32.66,67.98,72.23,1.77,186.1,45.82,0.0,27.82,11.52,58.7
2025-08-15 16:00:00,21.42,29.93,32.66,67.97,72.01,1.89,205.08,0.97,0.1,27.55,13.26,47.25
2025-08-15 17:00:00,21.42,29.93,32.65,67.97,71.9,1.65,193.99,0.6,0.0,27.43,13.09,40.11
2025-08-15 18:00:00,21.42,29.93,32.65,67.96,71.83,1.59,194.31,0.0,0.0,27.35,12.46,40.24
2025-08-15 19:00:00,21.42,29.93,32.65,67.95,71.66,1.44,187.03,0.0,0.1,27.17,11.4,40.66
2025-08-15 20:00:00,21.42,29.93,32.65,67.95,71.47,1.86,123.19,0.0,0.0,26.97,12.78,29.4
2025-08-15 21:00:00,21.42,29.93,32.65,67.94,71.43,1.1,260.43,0.0,0.0,26.91,12.37,30.2
2025-08-15 22:00:00,21.42,29.93,32.65,67.94,71.38,1.89,206.43,0.0,0.0,26.86,12.69,31.83
2025-08-15 23:00:00,21.42,29.93,32.65,67.93,71.28,1.51,192.97,0.0,0.8,26.75,11.65,23.76
2025-08-16 00:00:00,21.42,29.93,32.65,67.92,71.13,1.89,178.44,0.0,3.0,26.56,13.04,22.02
2025-08-16 01:00:00,21.42,29.93,32.65,67.92,71.03,2.05,130.15,0.0,1.0,26.45,16.89,20.97
2025-08-16 02:00:00,21.42,29.93,32.65,67.91,71.02,1.41,121.94,0.0,4.4,26.43,23.22,14.81
2025-08-16 03:00:00,21.42,29.93,32.65,67.9,71.07,1.7,138.48,0.0,1.3,26.49,22.28,19.05
2025-08-16 04:00:00,21.42,29.93,32.64,67.9,71.05,1.41,146.36,0.0,0.0,26.47,22.36,21.11
2025-08-16 05:00:00,21.42,29.93,32.64,67.89,71.08,1.16,246.71,0.0,0.4,26.51,22.52,20.83
2025-08-16 06:00:00,21.42,29.93,32.64,67.89,71.07,1.31,161.33,0.0,0.0,26.49,13.69,17.9
2025-08-16 07:00:00,21.42,29.93,32.64,67.88,71.31,1.43,147.03,0.0,0.1,26.8,12.75,17.9
2025-08-16 08:00:00,21.42,29.93,32.64,67.87,71.79,1.62,164.92,6.75,0.1,27.36,12.63,17.75
2025-08-16 09:00:00,21.42,29.93,32.64,67.87,72.19,1.65,205.0,54.22,0.3,27.84,12.66,30.29
2025-08-16 10:00:00,21.42,29.93,32.64,67.86,72.51,1.44,156.19,40.83,0.1,28.23,13.08,30.82
2025-08-16 11:00:00,21.42,29.93,32.64,67.85,72.49,1.04,233.48,8.35,0.8,28.19,12.3,45.99
2025-08-16 12:00:00,21.42,29.93,32.64,67.85,71.37,1.14,235.46,0.0,2.7,26.89,12.84,52.77
2025-08-16 13:00:00,21.42,29.93,32.64,67.84,70.9,1.1,201.1,0.85,2.3,26.32,14.07,48.39
2025-08-16 14:00:00,21.42,29.93,32.64,67.83,71.15,1.79,120.19,8.65,0.0,26.64,13.09,48.54
2025-08-16 15:00:00,21.43,29.93,32.63,67.83,71.64,1.21,189.82,15.9,0.1,27.21,13.59,53.2
2025-08-16 16:00:00,21.43,29.93,32.63,67.82,71.87,1.85,189.77,6.72,0.0,27.48,13.32,52.59
2025-08-16 17:00:00,21.43,29.93,32.63,67.82,71.89,1.66,216.84,0.0,0.2,27.51,13.21,40.08
2025-08-16 18:00:00,21.43,29.93,32.63,67.81,71.87,1.92,193.88,0.0,0.0,27.48,12.23,31.5
2025-08-16 19:00:00,21.43,29.93,32.63,67.8,71.81,1.87,201.08,0.0,0.1,27.41,12.38,30.88
2025-08-16 20:00:00,21.43,29.93,32.63,67.8,71.78,1.63,191.75,0.0,0.2,27.37,12.96,30.67
2025-08-16 21:00:00,21.43,29.93,32.63,67.79,71.77,2.11,189.92,0.0,0.1,27.36,11.95,29.47
2025-08-16 22:00:00,21.43,29.93,32.63,67.78,71.72,2.05,206.55,0.0,0.0,27.3,12.13,30.32
2025-08-16 23:00:00,21.43,29.93,32.63,67.78,71.65,2.1,209.84,0.0,1.0,27.21,12.67,31.34
2025-08-17 00:00:00,21.43,29.93,32.63,67.77,71.43,1.86,202.28,0.0,1.2,26.93,13.36,30.34
2025-08-17 01:00:00,21.43,29.93,32.63,67.77,71.06,1.79,210.5,0.0,0.4,26.5,13.12,27.73
2025-08-17 02:00:00,21.43,29.93,32.63,67.76,71.0,2.08,208.69,0.0,0.1,26.44,12.74,29.69
2025-08-17 03:00:00,21.43,29.93,32.62,67.75,70.84,2.06,210.85,0.0,0.1,26.23,13.6,31.61
2025-08-17 04:00:00,21.43,29.94,32.62,67.75,70.74,2.08,214.25,0.0,0.2,26.12,14.3,32.88
2025-08-17 05:00:00,21.43,29.94,32.62,67.74,70.43,1.78,213.65,0.0,0.3,25.75,13.23,27.09
2025-08-17 06:00:00,21.43,29.94,32.62,67.73,70.24,1.34,196.68,0.0,0.4,25.54,12.82,32.17
2025-08-17 07:00:00,21.43,29.94,32.62,67.73,70.27,1.81,189.81,0.0,1.8,25.58,12.25,29.27
2025-08-17 08:00:00,21.43,29.94,32.62,67.72,70.34,1.49,184.58,0.0,1.2,25.64,12.4,30.87
2025-08-17 09:00:00,21.43,29.94,32.62,67.72,70.68,1.86,159.67,11.9,0.0,26.04,13.8,29.65
2025-08-17 10:00:00,21.43,29.94,32.62,67.71,70.95,1.56,198.47,16.1,0.3,26.36,13.17,33.0
2025-08-17 11:00:00,21.43,29.94,32.62,67.7,71.23,1.79,183.9,62.73,0.0,26.69,13.21,49.21
2025-08-17 12:00:00,21.43,29.94,32.62,67.7,71.52,1.64,210.86,45.55,0.1,27.02,13.8,51.94
2025-08-17 13:00:00,21.43,29.94,32.62,67.69,71.46,1.82,212.76,25.37,0.5,26.95,13.01,48.93
2025-08-17 14:00:00,21.43,29.94,32.61,67.68,71.34,1.91,180.85,11.5,0.3,26.82,12.6,49.24
2025-08-17 15:00:00,21.43,29.94,32.61,67.68,71.4,1.54,205.72,15.25,0.0,26.88,12.68,50.27
2025-08-17 16:00:00,21.43,29.94,32.61,67.67,70.96,1.96,208.0,3.97,0.2,26.36,13.61,45.16
2025-08-17 17:00:00,21.43,29.94,32.61,67.67,70.6,1.52,210.74,0.97,0.0,25.96,12.71,39.29
2025-08-17 18:00:00,21.43,29.94,32.61,67.66,70.62,1.55,217.37,0.0,0.2,25.98,12.29,40.89
2025-08-17 19:00:00,21.43,29.94,32.61,67.65,70.7,1.51,190.04,0.0,0.0,26.08,13.61,39.64
2025-08-17 20:00:00,21.43,29.94,32.61,67.65,70.64,1.53,202.11,0.0,0.0,26.01,13.16,39.13
2025-08-17 21:00:00,21.44,29.94,32.61,67.64,70.66,1.76,210.15,0.0,0.2,26.04,12.18,42.65
2025-08-17 22:00:00,21.44,29.94,32.61,67.63,70.73,1.93,212.75,0.0,0.0,26.13,13.27,40.06
2025-08-17 23:00:00,21.44,29.94,32.61,67.63,70.82,1.7,186.53,0.0,0.0,26.23,13.08,31.82
2025-08-18 00:00:00,21.44,29.94,32.61,67.62,70.93,1.44,177.6,0.0,0.5,26.34,11.72,32.14
2025-08-18 01:00:00,21.44,29.94,32.61,67.62,69.98,1.67,219.73,0.0,0.2,25.21,9.68,30.62
2025-08-18 02:00:00,21.44,29.94,32.6,67.61,70.03,1.69,190.49,0.0,0.7,25.27,10.03,31.38
2025-08-18 03:00:00,21.44,29.94,32.6,67.6,70.16,1.48,212.21,0.0,0.6,25.42,7.89,23.14
2025-08-18 04:00:00,21.44,29.94,32.6,67.6,70.16,1.7,209.86,0.0,0.3,25.43,6.81,18.93
2025-08-18 05:00:00,21.44,29.94,32.6,67.59,70.0,1.77,193.0,0.0,1.9,25.23,10.46,16.0
2025-08-18 06:00:00,21.44,29.94,32.6,67.58,70.05,1.7,194.36,0.0,0.2,25.3,15.38,17.2
2025-08-18 07:00:00,21.44,29.94,32.6,67.58,70.2,1.62,205.22,0.0,0.0,25.48,16.76,14.44
2025-08-18 08:00:00,21.44,29.94,32.6,67.57,70.42,1.18,189.04,2.45,0.2,25.74,18.17,16.9
2025-08-18 09:00:00,21.44,29.94,32.6,67.57,70.58,1.96,199.42,11.27,0.7,25.92,17.85,16.82
2025-08-18 10:00:00,21.44,29.94,32.6,67.56,70.61,1.86,207.87,1.23,2.7,25.95,16.48,29.58
2025-08-18 11:00:00,21.44,29.94,32.6,67.55,70.58,1.66,152.68,5.5,2.2,25.92,16.88,41.05
2025-08-18 12:00:00,21.44,29.94,32.6,67.55,70.49,1.26,184.18,4.0,1.7,25.8,17.35,43.02
2025-08-18 13:00:00,21.44,29.94,32.59,67.54,70.77,1.78,196.1,10.77,0.5,26.14,17.85,40.34
2025-08-18 14:00:00,21.44,29.94,32.59,67.53,71.01,1.89,203.14,20.58,0.1,26.42,15.47,50.04
2025-08-18 15:00:00,21.44,29.94,32.59,67.53,70.78,2.04,214.66,8.7,0.3,26.16,18.24,50.1
2025-08-18 16:00:00,21.44,29.94,32.59,67.52,70.68,1.82,209.6,1.77,0.2,26.04,19.77,46.38
2025-08-18 17:00:00,21.44,29.94,32.59,67.52,70.34,1.9,217.93,0.0,1.3,25.64,21.48,41.58
2025-08-18 18:00:00,21.44,29.94,32.59,67.51,70.22,1.81,192.81,0.0,0.3,25.5,23.29,39.41
2025-08-18 19:00:00,21.44,29.94,32.59,67.5,70.32,1.86,206.16,0.0,0.0,25.61,23.43,43.07
2025-08-18 20:00:00,21.44,29.94,32.59,67.5,70.44,1.7,243.49,0.0,0.2,25.74,24.15,33.07
2025-08-18 21:00:00,21.44,29.94,32.59,67.49,70.66,2.04,216.67,0.0,0.1,26.0,22.11,30.4
2025-08-18 22:00:00,21.44,29.94,32.59,67.48,70.67,2.12,203.06,0.0,0.1,26.02,21.88,30.72
2025-08-18 23:00:00,21.44,29.94,32.59,67.48,70.72,1.85,205.48,0.0,0.0,26.09,19.75,30.28
2025-08-19 00:00:00,21.44,29.94,32.59,67.47,70.76,1.19,193.7,0.0,0.6,26.12,10.57,21.2
2025-08-19 01:00:00,21.44,29.94,32.58,67.46,70.53,2.11,208.27,0.0,0.0,25.84,10.81,21.0
2025-08-19 02:00:00,21.44,29.94,32.58,67.46,70.2,1.75,211.52,0.0,0.3,25.47,10.75,20.27
2025-08-19 03:00:00,21.44,29.94,32.58,67.45,69.98,1.76,189.3,0.0,0.1,25.2,11.22,20.76
2025-08-19 04:00:00,21.45,29.94,32.58,67.45,70.16,1.47,207.63,0.0,0.3,25.41,25.63,20.54
2025-08-19 05:00:00,21.45,29.94,32.58,67.44,70.41,1.06,214.89,0.0,0.0,25.71,25.71,19.99
2025-08-19 06:00:00,21.45,29.94,32.58,67.43,70.59,1.91,213.77,0.0,1.5,25.92,25.5,20.62
2025-08-19 07:00:00,21.45,29.94,32.58,67.43,70.65,1.7,196.92,0.0,0.1,25.98,25.03,17.89
2025-08-19 08:00:00,21.45,29.94,32.58,67.42,70.88,1.54,192.45,0.0,0.0,26.26,26.0,17.33
2025-08-19 09:00:00,21.45,29.94,32.58,67.41,71.37,1.05,210.25,0.93,0.1,26.83,25.4,17.88
2025-08-19 10:00:00,21.45,29.94,32.58,67.41,71.15,1.93,210.4,0.0,5.8,26.58,25.76,39.61
2025-08-19 11:00:00,21.45,29.94,32.58,67.4,70.89,1.9,202.6,0.45,0.1,26.27,25.02,40.55
2025-08-19 12:00:00,21.45,29.94,32.57,67.4,70.81,1.67,206.11,3.45,0.4,26.16,25.71,39.81
2025-08-19 13:00:00,21.45,29.94,32.57,67.39,71.22,2.07,211.14,42.2,0.0,26.64,25.04,40.62
2025-08-19 14:00:00,21.45,29.94,32.57,67.38,71.41,2.04,215.33,43.25,0.2,26.87,25.94,51.7
2025-08-19 15:00:00,21.45,29.94,32.57,67.38,71.04,1.49,227.12,0.0,0.8,26.44,25.85,53.84
2025-08-19 16:00:00,21.45,29.94,32.57,67.37,71.04,1.76,212.97,0.0,0.5,26.43,24.97,51.89
2025-08-19 17:00:00,21.45,29.94,32.57,67.36,70.98,1.33,215.98,0.0,0.7,26.36,25.47,44.8
2025-08-19 18:00:00,21.45,29.94,32.57,67.36,70.64,1.5,193.4,0.0,0.3,25.97,26.52,41.27
2025-08-19 19:00:00,21.45,29.94,32.57,67.35,70.42,1.5,180.12,0.0,0.3,25.7,25.81,39.37
2025-08-19 20:00:00,21.45,29.94,32.57,67.35,70.47,2.06,209.17,0.0,0.3,25.76,26.01,39.53
2025-08-19 21:00:00,21.45,29.94,32.57,67.34,70.37,1.56,207.02,0.0,0.1,25.63,25.57,36.91
2025-08-19 22:00:00,21.45,29.94,32.57,67.33,70.45,1.5,180.01,0.0,0.9,25.73,25.56,30.91
2025-08-19 23:00:00,21.45,29.94,32.57,67.33,70.39,1.44,218.38,0.0,0.8,25.66,25.42,30.77
2025-08-20 00:00:00,21.45,29.94,32.56,67.32,70.58,1.69,208.87,0.0,2.4,25.89,24.78,30.18
2025-08-20 01:00:00,21.45,29.94,32.56,67.31,70.5,1.46,237.39,0.0,0.6,25.8,13.83,22.2
2025-08-20 02:00:00,21.45,29.94,32.56,67.31,70.29,1.6,211.66,0.0,1.1,25.55,13.8,21.62
2025-08-20 03:00:00,21.45,29.94,32.56,67.3,70.43,1.77,207.29,0.0,1.8,25.72,9.91,22.1
2025-08-20 04:00:00,21.45,29.94,32.56,67.3,70.47,1.77,205.39,0.0,0.3,25.76,7.67,21.73
2025-08-20 05:00:00,21.45,29.94,32.56,67.29,70.6,1.99,211.23,0.0,0.1,25.92,7.54,20.62
2025-08-20 06:00:00,21.45,29.94,32.56,67.28,70.8,1.97,207.29,0.0,0.0,26.15,7.55,20.14
2025-08-20 07:00:00,21.45,29.94,32.56,67.28,70.8,2.12,217.63,0.0,0.0,26.14,8.45,21.36
2025-08-20 08:00:00,21.45,29.94,32.56,67.27,71.05,1.69,211.41,0.12,0.0,26.45,8.05,16.32
2025-08-20 09:00:00,21.45,29.94,32.56,67.26,71.38,1.87,226.72,7.88,0.0,26.82,8.06,14.51
2025-08-20 10:00:00,21.46,29.94,32.56,67.26,71.36,2.2,212.94,4.82,0.0,26.8,8.12,36.39
2025-08-20 11:00:00,21.46,29.94,32.55,67.25,71.54,2.09,218.49,36.62,0.3,27.01,8.33,42.23
2025-08-20 12:00:00,21.46,29.94,32.55,67.25,71.8,2.23,210.94,42.45,0.2,27.32,7.78,41.99
2025-08-20 13:00:00,21.46,29.94,32.55,67.24,72.09,1.42,237.28,33.55,0.0,27.65,7.56,50.81
2025-08-20 14:00:00,21.46,29.94,32.55,67.23,72.09,1.93,226.07,44.2,0.8,27.64,7.78,50.39
2025-08-20 15:00:00,21.46,29.94,32.55,67.23,71.81,1.97,211.79,43.38,0.5,27.32,8.28,49.63
2025-08-20 16:00:00,21.46,29.94,32.55,67.22,71.81,2.13,214.03,5.58,0.1,27.31,7.87,48.63
2025-08-20 17:00:00,21.46,29.94,32.55,67.21,71.83,1.83,206.99,0.15,0.0,27.33,7.3,51.41
2025-08-20 18:00:00,21.46,29.94,32.55,67.21,71.46,1.83,209.46,0.0,0.0,26.91,7.54,41.77
2025-08-20 19:00:00,21.46,29.94,32.55,67.2,71.31,1.62,207.13,0.0,0.0,26.72,7.59,40.07
2025-08-20 20:00:00,21.46,29.94,32.55,67.2,71.31,1.95,201.15,0.0,0.0,26.73,7.8,40.58
2025-08-20 21:00:00,21.46,29.94,32.55,67.19,71.33,1.81,193.45,0.0,0.4,26.74,7.84,41.02
2025-08-20 22:00:00,21.46,29.94,32.55,67.18,71.1,2.2,212.87,0.0,0.0,26.47,7.98,40.3
2025-08-20 23:00:00,21.46,29.94,32.54,67.18,71.05,2.2,216.29,0.0,0.0,26.42,8.0,31.19
2025-08-21 00:00:00,21.46,29.94,32.54,67.17,71.06,2.12,213.63,0.0,0.5,26.43,7.61,31.22
2025-08-21 01:00:00,21.46,29.94,32.54,67.16,71.11,2.15,216.45,0.0,0.0,26.48,7.81,30.24
2025-08-21 02:00:00,21.46,29.94,32.54,67.16,71.11,2.13,214.12,0.0,0.4,26.48,8.48,26.56
2025-08-21 03:00:00,21.46,29.94,32.54,67.15,71.11,1.5,203.09,0.0,0.0,26.49,13.26,18.64
2025-08-21 04:00:00,21.46,29.94,32.54,67.15,71.1,1.18,271.23,0.0,0.0,26.49,13.74,17.37
2025-08-21 06:00:00,21.46,29.94,32.54,67.13,71.14,2.12,213.71,0.0,0.0,26.54,12.99,15.55
2025-08-21 07:00:00,21.46,29.94,32.54,67.13,71.41,1.69,186.63,3.05,0.0,26.86,10.14,15.62
2025-08-21 08:00:00,21.46,29.94,32.54,67.12,72.07,1.71,197.01,27.55,0.0,27.63,10.58,15.07
2025-08-21 09:00:00,21.46,29.94,32.54,67.11,72.35,2.32,211.77,129.6,0.1,27.96,10.38,14.8
2025-08-21 10:00:00,21.46,29.94,32.53,67.11,74.02,2.57,213.31,272.97,0.0,29.93,10.84,13.46
2025-08-21 11:00:00,21.46,29.94,32.53,67.1,74.62,2.53,214.51,196.05,0.0,30.63,10.7,25.37
2025-08-21 12:00:00,21.46,29.94,32.53,67.09,75.14,2.67,214.97,226.47,0.0,31.26,11.62,42.22
2025-08-21 13:00:00,21.46,29.94,32.53,67.09,74.03,2.49,215.44,263.42,0.0,29.92,12.31,41.2
2025-08-21 14:00:00,21.46,29.94,32.53,67.08,75.31,2.63,214.45,164.4,0.0,31.44,9.41,48.96
2025-08-21 15:00:00,21.46,29.94,32.53,67.08,75.1,2.6,211.81,156.13,0.0,31.19,10.49,51.13
2025-08-21 16:00:00,21.47,29.94,32.53,67.07,75.15,2.55,213.69,41.62,0.0,31.25,10.59,50.28
2025-08-21 17:00:00,21.47,29.94,32.53,67.06,74.77,2.51,214.41,10.6,0.0,30.81,11.26,52.11
2025-08-21 18:00:00,21.47,29.94,32.53,67.06,73.5,2.1,207.76,0.0,0.0,29.31,11.46,48.61
2025-08-21 19:00:00,21.47,29.94,32.53,67.05,72.81,1.54,191.74,0.0,0.0,28.48,9.41,41.03
2025-08-21 20:00:00,21.47,29.94,32.53,67.04,72.54,2.21,200.62,0.0,0.0,28.17,11.39,40.25
2025-08-21 21:00:00,21.47,29.94,32.53,67.04,72.34,2.0,207.17,0.0,0.2,27.91,9.58,39.58
2025-08-21 22:00:00,21.47,29.94,32.52,67.03,71.95,1.75,238.6,0.0,0.0,27.48,10.21,30.27
2025-08-21 23:00:00,21.47,29.94,32.52,67.03,71.94,1.7,208.18,0.0,0.0,27.46,11.8,31.49
2025-08-22 00:00:00,21.47,29.94,32.52,67.02,72.08,2.12,215.77,0.0,0.0,27.62,10.88,30.26
2025-08-22 01:00:00,21.47,29.94,32.52,67.01,72.0,1.42,213.72,0.0,0.0,27.54,9.59,26.68
2025-08-22 02:00:00,21.47,29.94,32.52,67.01,71.92,2.1,179.81,0.0,0.0,27.45,12.79,19.3
2025-08-22 03:00:00,21.47,29.94,32.52,67.0,71.78,1.82,206.0,0.0,0.0,27.29,10.95,19.8
2025-08-22 04:00:00,21.47,29.94,32.52,66.99,71.55,2.0,200.16,0.0,0.0,27.0,10.21,24.69
2025-08-22 05:00:00,21.47,29.94,32.52,66.99,71.49,2.01,216.77,0.0,0.0,26.95,8.31,26.48
2025-08-22 06:00:00,21.47,29.94,32.52,66.98,71.69,1.87,204.27,0.0,0.0,27.17,8.84,26.82
2025-08-22 07:00:00,21.47,29.94,32.52,66.98,71.73,1.7,215.09,3.75,0.6,27.23,8.18,21.15
2025-08-22 08:00:00,21.47,29.94,32.52,66.97,71.89,1.71,220.37,8.28,0.2,27.42,8.92,12.41
2025-08-22 09:00:00,21.47,29.94,32.51,66.96,72.23,1.96,233.0,109.45,0.0,27.81,8.41,13.36
2025-08-22 10:00:00,21.47,29.94,32.51,66.96,73.86,2.02,221.77,159.3,0.0,29.73,9.54,37.0
2025-08-22 11:00:00,21.47,29.94,32.51,66.95,74.65,2.47,214.61,252.35,0.0,30.67,9.11,39.94
2025-08-22 12:00:00,21.47,29.94,32.51,66.94,74.13,2.43,214.13,289.35,0.3,30.05,9.03,43.29
2025-08-22 13:00:00,21.47,29.94,32.51,66.94,73.41,1.9,213.71,176.75,0.5,29.19,7.93,58.97
2025-08-22 14:00:00,21.47,29.94,32.51,66.93,74.27,2.43,213.03,165.65,0.0,30.22,8.61,60.89
2025-08-22 15:00:00,21.47,29.94,32.51,66.93,74.52,2.47,217.86,123.48,0.0,30.52,8.51,61.38
