TIMESTAMP,PM2.5,PM10,TEMPERATURE,HUMIDITY,Ozone,RH,WS,WD,SR,RF,AT
2025-12-01 00:00:00,92.01,156.11,24.35,63.19,1.2,60.63,0.96,145.86,0.0,0.0,23.32
2025-12-01 01:00:00,96.57,164.55,24.24,62.7,1.85,56.44,1.01,98.04,0.0,0.0,23.97
2025-12-01 02:00:00,82.28,141.13,23.95,61.23,2.23,57.06,0.84,104.93,0.0,0.0,23.27
2025-12-01 03:00:00,75.19,129.93,23.5,61.03,2.25,56.8,0.72,85.6,0.0,0.0,22.61
2025-12-01 04:00:00,79.08,135.16,23.42,59.54,0.93,56.16,0.57,138.53,0.0,0.0,22.31
2025-12-01 05:00:00,95.61,162.99,23.28,57.88,2.05,53.53,1.1,100.17,0.0,0.0,22.41
2025-12-01 06:00:00,97.05,167.31,22.98,59.05,1.23,53.74,0.99,106.87,0.0,0.0,22.27
2025-12-01 07:00:00,97.55,168.08,23.23,60.03,1.11,51.26,1.18,99.24,29.9,0.0,22.97
2025-12-01 08:00:00,84.31,144.0,26.76,49.78,4.7,42.94,1.23,95.07,192.75,0.0,25.62
2025-12-01 09:00:00,77.5,131.2,30.77,40.82,11.49,37.69,1.35,101.83,374.5,0.0,27.57
2025-12-01 10:00:00,72.47,121.55,34.82,33.27,22.93,32.17,1.2,63.17,534.33,0.0,29.79
2025-12-01 11:00:00,76.08,125.01,36.92,30.61,35.97,29.76,1.13,99.36,618.02,0.0,31.32
2025-12-01 12:00:00,66.16,106.99,40.88,22.77,53.42,24.89,0.44,244.19,647.95,0.0,33.11
2025-12-01 13:00:00,62.5,100.91,42.95,21.93,73.36,25.5,0.67,236.51,582.08,0.0,32.98
2025-12-01 14:00:00,60.05,97.74,41.23,29.49,84.69,35.48,1.15,140.2,378.08,0.0,31.12
2025-12-01 15:00:00,58.88,96.99,34.32,39.85,70.87,42.24,1.09,286.6,150.72,0.0,29.84
2025-12-01 16:00:00,56.28,94.11,31.25,43.59,60.15,42.3,1.01,282.36,41.98,0.0,29.02
2025-12-01 17:00:00,59.72,101.79,29.14,51.45,52.69,49.02,0.94,282.72,5.0,0.0,27.54
2025-12-01 18:00:00,66.79,115.8,27.14,60.52,44.52,60.8,0.87,249.83,0.0,0.0,25.56
2025-12-01 19:00:00,74.87,129.08,26.11,64.24,39.8,63.73,0.88,262.06,0.0,0.0,24.62
2025-12-01 20:00:00,79.11,137.02,25.58,66.2,11.59,66.22,0.96,189.24,0.0,0.0,23.91
2025-12-01 21:00:00,87.9,152.51,25.47,65.57,1.16,67.29,0.93,281.35,0.0,0.0,23.7
2025-12-01 22:00:00,88.69,152.05,25.14,64.82,0.83,66.82,0.98,290.64,0.0,0.0,23.31
2025-12-01 23:00:00,94.77,161.63,24.95,65.96,0.91,67.32,0.97,225.4,0.0,0.0,23.06
2025-12-02 00:00:00,91.57,157.6,24.48,67.25,0.86,69.66,0.96,297.32,0.0,0.0,22.64
2025-12-02 01:00:00,98.47,169.63,24.12,69.24,0.81,70.87,0.98,323.61,0.0,0.0,22.41
2025-12-02 02:00:00,95.57,164.1,23.87,71.11,1.37,70.72,0.85,332.89,0.0,0.0,22.23
2025-12-02 03:00:00,94.75,163.34,23.56,70.33,1.01,71.12,0.71,247.54,0.0,0.0,21.86
2025-12-02 04:00:00,90.52,157.09,23.32,69.34,0.59,67.88,0.71,88.88,0.0,0.0,22.05
2025-12-02 05:00:00,85.4,148.41,23.27,68.96,0.43,67.86,0.71,241.68,0.0,0.0,21.84
2025-12-02 06:00:00,80.06,138.09,23.11,68.03,0.68,71.99,0.85,309.88,0.0,0.0,21.09
2025-12-02 07:00:00,88.89,155.14,23.68,67.24,1.17,65.84,0.89,82.78,19.0,0.0,21.94
2025-12-02 08:00:00,70.82,120.57,27.5,51.16,1.63,46.56,0.95,86.14,185.57,0.0,26.04
2025-12-02 09:00:00,71.06,120.76,31.34,41.55,5.59,36.79,1.07,93.6,342.75,0.0,28.68
2025-12-02 10:00:00,72.14,121.92,34.39,36.17,9.88,34.71,0.9,77.15,472.73,0.0,30.24
2025-12-02 11:00:00,74.02,124.56,35.67,33.4,15.47,30.86,0.88,82.39,373.33,0.0,31.44
2025-12-02 12:00:00,71.72,119.7,37.34,31.16,26.06,30.84,1.08,90.18,454.02,0.0,31.62
2025-12-02 13:00:00,60.93,99.46,40.23,26.57,38.05,27.38,0.64,60.03,502.55,0.0,32.77
2025-12-02 14:00:00,59.15,96.31,40.65,24.9,37.19,26.67,0.49,71.57,347.25,0.0,32.68
2025-12-02 15:00:00,58.9,96.42,34.81,30.26,38.66,26.68,0.36,128.84,162.95,0.0,31.99
2025-12-02 16:00:00,55.7,92.9,32.18,34.49,40.75,29.96,0.49,245.06,68.97,0.0,30.99
2025-12-02 17:00:00,64.48,110.52,29.5,53.73,37.81,53.25,0.89,274.39,9.32,0.0,28.24
2025-12-02 18:00:00,72.49,125.99,27.49,62.41,34.93,64.16,0.8,260.69,0.0,0.0,25.8
2025-12-02 19:00:00,84.4,147.39,26.63,64.77,22.95,64.38,0.92,277.97,0.0,0.0,25.07
2025-12-02 20:00:00,86.09,148.99,26.23,65.06,7.58,65.78,0.93,288.82,0.0,0.0,24.58
2025-12-02 21:00:00,96.48,169.19,25.92,68.48,1.25,69.94,0.93,294.22,0.0,0.0,24.27
2025-12-02 22:00:00,96.09,168.42,25.73,67.53,0.84,69.59,0.96,286.47,0.0,0.0,23.93
2025-12-02 23:00:00,97.86,170.47,25.29,67.46,0.57,69.95,0.97,292.87,0.0,0.0,23.5
2025-12-03 00:00:00,95.79,166.55,24.77,69.01,0.59,71.07,0.95,225.15,0.0,0.0,23.03
2025-12-03 01:00:00,95.72,166.67,24.28,70.15,0.64,72.45,0.9,231.27,0.0,0.0,22.6
2025-12-03 02:00:00,92.76,162.48,23.92,70.32,0.43,72.96,0.93,309.94,0.0,0.0,22.08
2025-12-03 03:00:00,89.36,156.78,23.53,71.72,0.3,76.25,0.92,317.92,0.0,0.0,21.72
2025-12-03 04:00:00,88.6,157.02,23.56,69.02,0.35,75.72,0.73,222.47,0.0,0.0,21.65
2025-12-03 05:00:00,85.11,151.32,23.42,66.63,0.99,59.55,1.07,97.69,0.0,0.0,22.82
2025-12-03 06:00:00,80.24,141.45,23.5,63.0,0.39,59.43,0.71,101.79,0.0,0.0,22.41
2025-12-03 07:00:00,82.04,146.3,24.05,60.52,0.83,53.38,1.19,98.76,22.15,0.0,23.3
2025-12-03 08:00:00,79.89,139.91,26.69,52.36,2.52,45.53,1.17,71.74,139.17,0.0,25.36
2025-12-03 09:00:00,75.62,133.26,30.88,42.74,9.47,38.95,1.29,66.87,320.8,0.0,27.83
2025-12-03 10:00:00,78.85,136.51,34.2,37.65,10.86,37.08,1.19,94.71,476.95,0.0,29.83
2025-12-03 11:00:00,78.54,134.94,36.45,35.48,26.96,35.49,1.36,99.49,561.05,0.0,30.85
2025-12-03 12:00:00,75.22,126.92,39.65,31.4,36.39,33.86,1.13,64.13,581.27,0.0,32.31
2025-12-03 13:00:00,72.01,119.64,41.73,27.85,53.31,30.74,0.76,154.1,531.58,0.0,33.18
2025-12-03 14:00:00,64.34,106.63,40.75,27.05,52.0,29.9,0.35,139.74,313.38,0.0,32.99
2025-12-03 15:00:00,60.8,102.56,34.73,33.75,43.36,31.37,0.25,167.41,127.65,0.0,32.24
2025-12-03 16:00:00,61.85,106.22,32.66,38.08,32.95,35.3,0.36,251.36,52.8,0.0,31.06
2025-12-03 17:00:00,61.97,106.28,30.49,42.81,19.93,39.47,0.87,270.74,7.67,0.0,29.0
2025-12-03 18:00:00,69.07,118.83,28.45,50.42,4.46,50.54,0.93,284.01,0.0,0.0,26.98
2025-12-03 19:00:00,79.7,138.53,27.61,56.79,2.99,57.03,0.99,268.49,0.0,0.0,26.07
2025-12-03 20:00:00,81.44,141.76,27.41,56.42,0.85,55.47,0.9,210.44,0.0,0.0,25.73
2025-12-03 21:00:00,84.51,148.36,26.81,58.21,0.82,57.26,0.55,275.57,0.0,0.0,25.26
2025-12-03 22:00:00,83.78,145.68,26.37,57.92,0.39,58.27,0.96,310.88,0.0,0.0,24.71
2025-12-03 23:00:00,84.95,146.39,25.98,59.61,0.69,58.58,0.89,281.67,0.0,0.0,24.33
2025-12-04 00:00:00,82.3,144.08,25.68,60.69,0.35,58.65,0.71,300.28,0.0,0.0,24.23
2025-12-04 01:00:00,80.12,143.03,25.75,59.01,0.5,56.96,0.79,174.68,0.0,0.0,24.49
2025-12-04 02:00:00,89.25,161.01,25.5,60.34,5.85,56.96,0.98,134.98,0.0,0.0,24.38
2025-12-04 03:00:00,81.53,149.4,25.05,60.95,5.91,57.32,0.58,93.58,0.0,0.0,24.23
2025-12-04 04:00:00,77.82,142.81,25.11,59.03,10.94,54.43,1.18,96.53,0.0,0.0,24.33
2025-12-04 05:00:00,77.93,142.08,24.76,59.67,7.58,53.43,1.31,100.15,0.0,0.0,24.35
2025-12-04 06:00:00,78.48,141.68,24.78,58.38,2.5,54.57,1.22,102.31,0.0,0.0,23.89
2025-12-04 07:00:00,79.84,143.72,25.12,57.86,2.13,53.62,1.29,104.62,20.35,0.0,24.21
2025-12-04 08:00:00,79.72,142.25,27.39,53.2,3.04,50.12,1.38,104.85,143.05,0.0,25.81
2025-12-04 09:00:00,79.83,142.24,30.36,47.06,9.61,44.24,1.27,22.02,287.35,0.0,27.84
2025-12-04 10:00:00,82.98,147.3,32.67,43.89,21.08,41.7,1.35,87.53,420.65,0.0,29.11
2025-12-04 11:00:00,80.92,142.4,35.12,39.69,31.73,39.52,1.38,71.77,512.38,0.0,30.52
2025-12-04 12:00:00,74.99,129.89,39.1,33.92,41.7,36.49,1.21,90.37,541.05,0.0,32.19
2025-12-04 13:00:00,69.85,119.2,41.05,31.5,40.19,33.87,1.0,76.98,513.9,0.0,33.32
2025-12-04 14:00:00,64.45,110.6,41.3,30.37,44.12,33.72,0.73,210.59,330.07,0.0,33.32
2025-12-04 15:00:00,62.18,108.89,35.21,36.76,35.03,32.28,0.29,104.75,119.95,0.0,32.51
2025-12-04 16:00:00,59.11,103.85,32.82,38.54,18.05,31.11,0.51,172.62,43.42,0.0,31.44
2025-12-04 17:00:00,64.29,114.21,30.86,45.77,18.97,40.76,0.79,257.75,10.72,0.0,29.6
2025-12-04 18:00:00,107.08,186.62,29.19,52.33,2.56,49.81,0.95,270.39,0.0,0.0,27.82
2025-12-04 19:00:00,205.75,357.42,28.38,57.48,1.24,57.0,0.96,284.94,0.0,0.0,26.58
2025-12-04 20:00:00,140.96,261.01,27.83,60.07,1.07,59.27,0.91,274.53,0.0,0.0,26.33
2025-12-04 21:00:00,112.78,210.82,27.39,61.98,0.46,60.44,0.9,297.11,0.0,0.0,25.83
2025-12-04 22:00:00,118.67,228.17,26.91,63.88,0.57,62.63,1.0,307.7,0.0,0.0,25.48
2025-12-04 23:00:00,112.41,215.84,26.53,63.13,0.28,63.37,0.93,281.26,0.0,0.0,25.92
2025-12-05 00:00:00,79.96,146.84,26.19,60.51,0.17,60.73,0.71,258.46,0.0,0.0,25.61
2025-12-05 01:00:00,82.9,150.38,26.1,61.6,0.19,61.9,0.61,164.48,0.0,0.0,25.39
2025-12-05 02:00:00,77.31,141.66,25.72,63.1,2.92,58.62,0.77,133.33,0.0,0.0,25.76
2025-12-05 03:00:00,74.41,137.25,25.55,62.51,15.46,54.37,1.02,71.43,0.0,0.0,26.08
2025-12-05 04:00:00,69.85,128.36,25.34,61.18,18.23,52.98,1.25,44.73,0.0,0.0,26.05
2025-12-05 05:00:00,69.84,127.32,25.53,59.18,17.87,52.21,1.26,90.47,0.0,0.0,25.88
2025-12-05 06:00:00,72.55,132.52,25.37,60.27,8.9,53.83,1.27,97.41,0.0,0.0,25.59
2025-12-05 07:00:00,74.73,136.02,25.69,60.34,2.33,55.51,1.23,99.24,20.95,0.0,25.7
2025-12-05 08:00:00,76.44,138.9,28.07,55.55,3.3,50.5,1.23,89.2,155.18,0.0,27.66
2025-12-05 09:00:00,75.16,132.78,31.47,46.86,16.37,45.66,1.35,97.43,297.25,0.0,28.99
2025-12-05 10:00:00,74.99,130.34,34.52,40.46,26.49,40.27,1.11,92.3,462.8,0.0,31.41
2025-12-05 11:00:00,70.88,122.97,37.31,37.29,30.05,37.21,1.0,64.64,557.48,0.0,33.59
2025-12-05 12:00:00,68.35,116.59,40.62,33.86,41.67,36.66,1.21,81.23,586.8,0.0,33.94
2025-12-05 13:00:00,64.99,109.6,42.62,32.25,46.33,35.68,0.84,62.89,527.9,0.0,35.2
2025-12-05 14:00:00,59.5,100.16,42.23,32.01,42.33,36.03,0.64,70.37,388.4,0.0,34.97
2025-12-05 21:00:00,68.21,117.38,28.13,59.73,0.13,57.65,0.95,284.63,0.0,0.0,27.24
2025-12-05 22:00:00,66.8,115.48,27.74,60.53,0.66,59.93,0.82,222.91,0.0,0.0,26.96
2025-12-05 23:00:00,70.62,122.47,27.41,61.06,0.45,57.72,0.7,131.19,0.0,0.0,27.29
2025-12-06 00:00:00,71.24,124.02,27.28,61.27,0.4,55.62,0.97,116.62,0.0,0.0,27.64
2025-12-06 01:00:00,70.2,123.05,26.83,61.92,0.42,56.48,1.02,95.98,0.0,0.0,27.32
2025-12-06 02:00:00,68.25,119.4,26.33,61.93,3.93,56.3,0.86,74.7,0.0,0.0,26.87
2025-12-06 03:00:00,65.07,113.89,26.23,59.3,23.15,51.45,1.3,86.8,0.0,0.0,26.8
2025-12-06 04:00:00,64.06,112.13,25.9,59.84,15.81,52.57,1.15,74.06,0.0,0.0,26.42
2025-12-06 05:00:00,67.34,117.44,25.64,60.77,6.43,55.16,1.07,80.67,0.0,0.0,25.89
2025-12-06 06:00:00,67.02,116.83,25.41,60.85,3.31,55.83,1.14,86.73,0.0,0.0,25.51
2025-12-06 07:00:00,64.02,112.18,25.52,59.64,2.99,53.99,1.22,95.94,15.75,0.0,25.74
2025-12-06 08:00:00,64.24,111.72,27.65,54.73,3.4,49.67,1.03,82.22,136.93,0.0,27.37
2025-12-06 09:00:00,60.1,103.59,30.79,46.45,13.06,44.8,1.32,84.91,258.52,0.0,28.63
2025-12-06 10:00:00,60.55,102.95,32.88,42.14,16.37,41.32,1.17,91.04,394.95,0.0,30.18
2025-12-06 11:00:00,60.16,101.65,34.6,38.83,29.52,38.43,1.25,87.05,447.0,0.0,31.49
2025-12-06 12:00:00,53.06,89.12,37.86,34.12,72.73,35.13,1.19,70.77,472.68,0.0,32.56
2025-12-06 13:00:00,51.37,86.25,38.95,31.63,71.58,32.41,0.9,90.46,427.23,0.0,33.35
2025-12-06 14:00:00,51.61,86.94,38.79,31.41,62.53,32.4,0.48,66.08,294.8,0.0,33.77
2025-12-06 15:00:00,51.26,88.0,34.52,37.01,51.27,33.49,0.14,164.0,122.58,0.0,32.93
2025-12-06 16:00:00,51.5,88.73,32.55,40.47,51.1,36.48,0.54,278.3,63.4,0.0,31.94
2025-12-06 17:00:00,55.29,97.25,30.26,52.33,47.7,51.53,0.93,280.88,8.82,0.0,29.68
2025-12-06 18:00:00,59.97,105.54,28.38,62.06,32.23,61.19,0.99,275.25,0.0,0.0,28.1
2025-12-06 19:00:00,66.26,118.01,27.66,62.92,42.16,59.77,1.0,274.56,0.0,0.0,27.67
2025-12-06 20:00:00,77.32,138.98,27.27,69.5,42.46,67.41,0.97,265.87,0.0,0.0,27.22
2025-12-06 21:00:00,84.35,151.06,27.1,71.79,22.76,74.68,0.9,278.39,0.0,0.0,26.4
2025-12-06 22:00:00,86.54,154.89,26.79,74.46,7.56,87.62,0.87,215.44,0.0,0.0,25.95
2025-12-06 23:00:00,88.77,158.03,26.75,71.36,0.47,81.44,0.78,161.7,0.0,0.0,25.97
2025-12-07 00:00:00,86.33,152.52,26.63,68.5,0.3,69.27,0.66,232.08,0.0,0.0,26.05
2025-12-07 01:00:00,75.69,131.68,25.98,67.73,0.27,68.94,0.69,170.88,0.0,0.0,25.44
2025-12-07 02:00:00,73.97,129.25,25.81,66.46,3.57,58.96,0.99,95.64,0.0,0.0,26.22
2025-12-07 03:00:00,66.59,114.71,25.53,64.24,5.11,56.57,1.09,89.68,0.0,0.0,25.88
2025-12-07 04:00:00,67.08,114.8,25.07,60.51,7.44,53.45,1.16,87.31,0.0,0.0,25.39
2025-12-07 05:00:00,63.12,107.46,24.8,57.47,4.71,50.18,1.11,97.52,0.0,0.0,25.25
2025-12-07 06:00:00,62.9,107.48,24.57,56.71,3.18,48.93,0.94,91.55,0.0,0.0,25.09
2025-12-07 07:00:00,65.45,112.12,24.67,57.0,3.37,50.01,1.08,93.67,22.48,0.0,25.01
2025-12-07 08:00:00,65.87,111.25,26.6,52.66,5.66,46.67,1.19,82.45,115.72,0.0,26.27
2025-12-07 09:00:00,64.61,107.78,30.0,45.61,15.45,39.59,1.14,79.61,342.73,0.0,29.0
2025-12-07 10:00:00,60.19,99.45,34.06,37.59,28.88,36.01,1.38,95.84,474.18,0.0,30.21
2025-12-07 11:00:00,123.42,199.34,37.29,33.44,39.06,33.5,1.38,106.63,566.75,0.0,31.64
2025-12-07 12:00:00,60.69,97.81,39.84,29.79,52.13,30.07,1.23,108.74,594.3,0.0,33.09
2025-12-07 13:00:00,54.94,87.21,42.46,26.22,48.87,28.23,0.79,110.6,551.58,0.0,34.24
2025-12-07 14:00:00,51.75,82.99,42.38,24.5,58.85,26.79,0.44,156.0,364.0,0.0,34.41
2025-12-07 15:00:00,58.51,96.59,34.6,41.17,82.25,39.82,1.03,263.78,108.17,0.0,32.34
2025-12-07 16:00:00,67.4,112.16,31.72,48.16,109.34,47.79,1.02,273.84,42.12,0.0,30.55
2025-12-07 17:00:00,70.89,119.12,29.61,60.56,104.99,55.35,0.97,219.96,11.08,0.0,29.43
2025-12-07 18:00:00,67.31,114.22,27.9,67.83,58.75,67.65,0.83,283.74,0.0,0.0,27.95
2025-12-07 19:00:00,65.07,111.17,27.0,72.49,48.41,72.37,1.11,274.92,0.0,0.0,27.06
2025-12-07 20:00:00,69.28,118.4,26.47,74.34,53.37,73.33,0.97,272.5,0.0,0.0,26.69
2025-12-07 21:00:00,79.69,138.12,25.98,77.24,46.66,85.54,0.76,255.8,0.0,0.0,25.7
2025-12-07 22:00:00,85.68,148.71,25.66,77.43,30.52,98.81,0.93,281.89,0.0,0.0,24.91
2025-12-07 23:00:00,92.42,160.63,25.4,76.89,19.45,99.37,0.81,182.14,0.0,0.0,24.67
2025-12-08 00:00:00,87.41,153.25,25.02,76.39,21.72,99.29,0.91,274.93,0.0,0.0,24.41
2025-12-08 01:00:00,89.97,156.98,24.77,77.28,5.6,99.3,0.7,310.98,0.0,0.0,24.1
2025-12-08 02:00:00,97.37,171.36,24.63,78.01,0.54,99.42,0.93,209.29,0.0,0.0,23.8
2025-12-08 03:00:00,98.73,172.51,24.5,76.58,1.13,90.94,0.96,144.21,0.0,0.0,24.11
2025-12-08 04:00:00,89.72,155.61,24.16,71.73,1.67,69.71,0.97,85.78,0.0,0.0,24.23
2025-12-08 05:00:00,102.28,183.52,23.74,72.6,0.84,70.29,1.14,96.3,0.0,0.0,23.83
2025-12-08 06:00:00,86.08,148.25,23.58,69.94,1.15,66.51,1.2,99.5,0.0,0.0,24.0
2025-12-08 07:00:00,78.4,133.93,24.09,64.45,0.88,61.67,1.24,97.6,9.62,0.0,24.25
2025-12-08 08:00:00,75.72,129.23,26.9,55.1,2.88,51.09,1.27,104.43,154.8,0.0,26.38
2025-12-08 09:00:00,71.94,119.2,30.75,44.14,7.1,39.99,1.27,96.06,342.7,0.0,29.02
2025-12-08 10:00:00,68.29,111.44,33.95,36.57,15.37,34.1,1.22,107.38,465.98,0.0,30.72
2025-12-08 11:00:00,70.57,112.58,36.13,32.67,30.26,29.98,1.06,67.55,553.88,0.0,32.61
2025-12-08 12:00:00,66.95,104.95,39.47,28.68,46.35,27.72,0.86,93.19,573.35,0.0,34.02
2025-12-08 13:00:00,58.57,89.7,42.55,22.46,72.17,25.27,0.57,165.84,523.02,0.0,35.02
2025-12-08 14:00:00,57.42,89.15,40.61,31.37,86.88,36.01,1.07,213.93,373.65,0.0,33.73
2025-12-08 15:00:00,57.36,91.98,33.56,40.41,89.79,37.57,0.94,279.31,107.1,0.0,31.91
2025-12-08 16:00:00,53.92,85.72,31.84,45.15,87.46,44.88,0.94,280.69,39.3,0.0,30.77
2025-12-08 17:00:00,53.23,85.78,30.0,50.46,22.15,48.6,0.69,254.06,4.45,0.0,29.26
2025-12-08 18:00:00,57.82,92.99,27.88,55.99,24.37,52.15,0.69,274.51,0.0,0.0,27.47
2025-12-08 19:00:00,66.85,109.45,26.8,60.18,24.26,56.99,0.93,255.53,0.0,0.0,26.55
2025-12-08 20:00:00,76.82,126.56,26.57,59.06,5.12,56.61,0.92,281.95,0.0,0.0,26.13
2025-12-08 21:00:00,80.25,131.55,26.36,61.54,0.99,60.94,0.83,298.01,0.0,0.0,25.58
2025-12-08 22:00:00,82.83,135.39,25.91,62.5,0.8,60.49,0.7,240.84,0.0,0.0,25.55
2025-12-08 23:00:00,83.85,137.59,25.73,60.24,0.94,60.39,0.92,246.06,0.0,0.0,25.13
2025-12-09 00:00:00,83.27,136.56,24.97,62.54,0.71,62.73,0.95,312.69,0.0,0.0,24.29
2025-12-09 01:00:00,73.01,119.17,24.48,60.57,1.18,65.59,0.58,338.32,0.0,0.0,23.83
2025-12-09 02:00:00,72.32,118.91,23.97,60.87,0.75,61.03,0.73,68.23,0.0,0.0,23.95
2025-12-09 03:00:00,63.17,101.53,23.6,57.42,1.19,49.25,1.0,93.84,0.0,0.0,24.31
2025-12-09 04:00:00,58.23,93.78,23.37,55.19,1.42,46.25,1.15,105.69,0.0,0.0,24.24
2025-12-09 05:00:00,58.04,94.12,22.77,56.33,1.06,47.05,1.2,102.11,0.0,0.0,23.95
2025-12-09 06:00:00,64.41,102.16,22.76,54.22,1.36,44.87,1.22,107.11,0.0,0.0,23.82
2025-12-09 07:00:00,65.93,105.73,23.01,54.41,1.04,42.33,0.8,127.62,29.4,0.0,24.11
2025-12-09 08:00:00,62.54,101.44,26.88,45.52,1.96,33.95,0.96,99.9,232.95,0.0,27.55
2025-12-09 09:00:00,54.01,84.2,31.69,32.96,8.32,27.77,1.3,96.93,425.85,0.0,29.85
2025-12-09 10:00:00,47.3,73.37,35.7,26.12,19.02,22.1,1.3,91.53,574.23,0.0,32.07
2025-12-09 11:00:00,44.94,68.1,39.03,17.65,25.94,16.72,0.74,74.67,659.45,0.0,34.38
2025-12-09 12:00:00,42.9,64.32,41.51,15.3,30.61,16.73,0.72,0.07,678.1,0.0,34.59
2025-12-10 10:00:00,48.8,74.59,35.45,25.54,13.61,18.96,0.47,75.33,608.9,0.0,33.37
2025-12-10 11:00:00,40.3,59.7,39.39,17.83,23.77,15.78,0.87,84.27,667.05,0.0,34.0
2025-12-10 12:00:00,40.87,60.85,42.4,14.59,42.52,16.91,0.32,155.09,651.72,0.0,34.73
2025-12-10 13:00:00,38.66,56.51,44.85,12.69,52.74,16.24,0.52,168.39,603.5,0.0,35.23
2025-12-10 14:00:00,34.92,51.01,43.67,12.89,62.9,22.67,0.68,222.33,371.55,0.0,34.15
2025-12-10 15:00:00,37.7,56.44,34.73,34.64,52.34,34.41,0.97,148.91,157.73,0.0,32.36
2025-12-10 16:00:00,40.64,60.81,31.49,48.3,45.65,51.45,0.95,262.54,31.67,0.0,30.15
2025-12-10 17:00:00,39.97,60.74,29.59,45.14,31.41,48.27,0.65,255.32,6.8,0.0,28.98
2025-12-10 18:00:00,44.2,66.53,27.72,48.96,22.43,46.22,0.98,258.91,0.0,0.0,27.17
2025-12-10 19:00:00,45.16,68.57,26.72,49.53,21.4,44.56,0.95,250.01,0.0,0.0,26.53
2025-12-10 20:00:00,50.96,78.08,26.19,51.46,5.62,49.33,0.9,282.42,0.0,0.0,25.48
2025-12-10 21:00:00,77.17,121.7,25.88,53.02,0.91,53.46,0.91,281.59,0.0,0.0,24.82
2025-12-10 22:00:00,59.96,93.29,25.39,53.36,1.08,55.04,0.83,218.11,0.0,0.0,24.48
2025-12-10 23:00:00,70.19,110.0,24.68,55.6,0.86,49.75,0.85,206.51,0.0,0.0,25.22
2025-12-11 00:00:00,71.48,111.48,24.09,54.29,0.76,50.81,0.97,228.03,0.0,0.0,23.87
2025-12-11 01:00:00,65.58,101.51,23.57,54.65,0.69,47.58,0.88,149.18,0.0,0.0,23.99
2025-12-11 02:00:00,61.24,94.87,23.06,54.91,0.9,49.11,0.84,189.63,0.0,0.0,23.18
2025-12-11 03:00:00,56.22,87.0,22.57,53.31,0.58,51.55,0.85,321.38,0.0,0.0,22.05
2025-12-11 04:00:00,53.64,83.01,22.17,54.37,0.34,50.72,0.64,158.81,0.0,0.0,21.68
2025-12-11 05:00:00,51.44,78.97,22.02,53.26,0.7,41.81,0.86,85.14,0.0,0.0,22.9
2025-12-11 06:00:00,49.61,77.53,22.67,48.33,0.56,38.04,0.93,95.19,0.0,0.0,23.38
2025-12-11 07:00:00,54.13,85.3,23.19,46.61,1.0,37.31,1.29,104.94,26.12,0.0,23.91
2025-12-11 08:00:00,50.94,79.95,26.38,40.61,2.98,34.95,1.28,100.06,172.28,0.0,25.64
2025-12-11 09:00:00,48.86,75.15,30.33,33.8,6.45,27.81,1.14,80.93,411.12,0.0,29.26
2025-12-11 10:00:00,50.18,77.06,34.36,29.01,13.23,24.5,1.11,98.08,553.35,0.0,31.22
2025-12-11 11:00:00,46.7,69.3,38.09,22.88,27.5,20.06,0.99,78.47,640.35,0.0,33.22
2025-12-11 12:00:00,44.86,66.07,39.72,21.57,38.58,17.09,0.94,106.01,654.02,0.0,33.79
2025-12-11 13:00:00,43.02,62.85,41.35,20.25,46.19,13.95,0.62,90.91,616.2,0.0,34.71
2025-12-11 14:00:00,41.17,59.62,42.99,18.93,56.71,20.98,0.62,244.5,373.7,0.0,33.58
2025-12-11 15:00:00,40.5,60.11,34.33,28.58,71.42,34.66,1.01,245.77,116.07,0.0,31.64
2025-12-11 16:00:00,39.84,59.07,31.73,40.35,57.1,40.04,1.03,260.62,31.38,0.0,30.44
2025-12-11 17:00:00,40.57,60.61,29.35,47.48,38.1,46.94,1.13,270.08,2.7,0.0,28.86
2025-12-11 18:00:00,42.83,63.61,27.39,52.18,37.27,48.87,1.06,262.97,0.0,0.0,27.2
2025-12-11 19:00:00,46.19,70.09,26.3,52.14,33.5,47.99,0.99,248.25,0.0,0.0,26.32
2025-12-11 20:00:00,56.48,87.65,25.57,55.14,21.75,52.62,0.91,250.28,0.0,0.0,25.16
2025-12-11 21:00:00,61.39,96.36,25.35,54.59,3.0,54.63,0.78,264.9,0.0,0.0,24.67
2025-12-11 22:00:00,68.85,107.34,24.78,55.13,0.82,56.41,1.0,200.34,0.0,0.0,23.89
2025-12-11 23:00:00,67.99,105.87,24.22,57.64,0.98,58.7,0.88,307.17,0.0,0.0,23.54
2025-12-12 00:00:00,70.49,110.87,23.78,58.26,0.74,58.65,0.9,233.0,0.0,0.0,22.88
2025-12-12 01:00:00,69.09,108.52,23.31,58.64,0.62,53.86,0.93,152.7,0.0,0.0,23.32
2025-12-12 02:00:00,61.38,95.64,23.27,56.04,2.56,48.86,1.21,95.53,0.0,0.0,23.88
2025-12-12 03:00:00,63.02,98.55,22.61,57.62,1.8,52.72,0.78,74.33,0.0,0.0,23.0
2025-12-12 04:00:00,65.47,103.89,22.0,60.14,0.9,53.48,0.91,80.15,0.0,0.0,22.5
2025-12-12 05:00:00,67.12,106.93,22.23,57.32,1.76,50.45,0.84,86.46,0.0,0.0,22.41
2025-12-12 06:00:00,69.22,111.58,22.23,56.14,1.06,50.18,0.97,84.19,0.0,0.0,22.22
