TIMESTAMP,PM2.5,PM10,TEMPERATURE,HUMIDITY,NO2,Ozone,CO,RH,WS,WD,SR,RF,AT
2025-12-27 01:00:00,99.61,155.75,22.55,64.7,4.33,0.33,0.9,65.7,0.94,298.98,0.0,0.0,22.68
2025-12-27 02:00:00,91.72,142.28,22.12,65.73,37.03,0.58,1.08,68.23,0.74,196.19,0.0,0.0,22.62
2025-12-27 03:00:00,96.15,150.63,21.58,67.76,6.99,0.68,1.1,66.35,0.84,99.5,0.0,0.0,22.75
2025-12-27 04:00:00,89.99,140.33,21.3,69.54,0.01,0.84,1.0,64.16,1.06,97.32,0.0,0.0,22.9
2025-12-27 05:00:00,92.16,144.07,21.23,71.43,4.86,0.38,0.9,67.66,0.72,69.95,0.0,0.0,22.23
2025-12-27 06:00:00,96.74,149.88,21.47,68.89,4.46,0.56,0.83,64.77,1.18,97.71,0.0,0.0,22.48
2025-12-27 07:00:00,75.85,116.57,22.21,61.23,28.78,0.59,0.81,61.21,1.24,95.68,7.53,0.0,22.77
2025-12-27 08:00:00,67.63,103.83,23.73,53.98,13.15,2.22,0.67,53.36,1.25,100.24,119.3,0.0,24.5
2025-12-27 09:00:00,61.18,92.61,25.76,45.95,2.58,10.55,0.64,44.38,1.36,106.37,274.75,0.0,26.72
2025-12-27 10:00:00,66.23,101.21,26.84,44.27,1.07,25.23,0.56,37.18,1.27,107.58,397.82,0.0,29.11
2025-12-27 11:00:00,70.92,109.57,27.82,43.56,0.33,35.7,0.45,32.86,1.26,109.05,470.57,0.0,31.02
2025-12-27 12:00:00,73.15,113.24,28.85,43.23,40.06,37.53,0.29,26.98,1.32,95.66,493.48,0.0,32.72
2025-12-27 13:00:00,59.05,90.12,29.66,40.92,33.94,47.42,0.24,25.62,0.72,172.0,447.43,0.0,33.34
2025-12-27 14:00:00,58.41,91.58,29.96,39.61,20.11,64.75,0.18,26.85,0.65,185.8,312.48,0.0,33.19
2025-12-27 15:00:00,63.2,100.09,30.3,39.15,9.82,84.5,0.12,41.37,1.05,267.93,134.95,0.0,31.31
2025-12-27 16:00:00,66.88,104.58,29.64,44.15,8.93,91.02,0.34,48.16,1.05,287.51,45.35,0.0,29.64
2025-12-27 17:00:00,78.57,126.33,28.43,51.99,8.72,84.44,0.35,53.3,1.04,283.02,5.9,0.0,28.48
2025-12-27 18:00:00,117.9,187.26,26.86,62.47,14.75,47.69,0.33,65.68,0.73,263.24,0.0,0.0,26.69
2025-12-27 19:00:00,95.98,149.94,25.87,64.48,19.52,34.59,0.33,64.8,0.77,273.87,0.0,0.0,25.52
2025-12-27 20:00:00,102.58,160.12,25.22,65.24,28.97,20.19,0.37,62.99,0.91,253.64,0.0,0.0,24.91
2025-12-27 21:00:00,110.99,175.38,24.9,65.74,29.98,15.57,0.42,59.57,0.95,255.73,0.0,0.0,24.72
2025-12-27 22:00:00,119.6,187.55,24.44,64.78,56.7,1.81,0.51,61.76,0.93,274.41,0.0,0.0,24.46
2025-12-27 23:00:00,100.88,156.64,24.05,63.64,52.3,0.67,0.61,65.02,0.95,276.36,0.0,0.0,23.91
2025-12-28 00:00:00,106.82,167.36,23.43,64.69,26.96,0.55,0.73,67.5,0.98,301.12,0.0,0.0,23.48
2025-12-28 06:00:00,131.19,212.43,21.34,73.25,0.46,0.66,0.7,64.21,1.17,99.95,0.0,0.0,22.59
2025-12-28 07:00:00,134.59,215.88,21.91,66.11,1.31,0.79,0.67,61.42,1.22,99.22,7.75,0.0,22.88
2025-12-28 08:00:00,113.11,177.86,23.61,55.34,0.28,1.93,0.67,55.3,1.23,101.11,129.65,0.0,24.79
2025-12-28 22:00:00,70.95,108.26,24.55,53.15,0.42,0.43,0.52,63.78,0.94,283.55,0.0,0.0,24.06
2025-12-29 00:00:00,94.66,146.89,23.31,59.65,60.24,0.44,0.65,60.86,0.89,290.63,0.0,0.0,23.18
2025-12-29 01:00:00,83.3,127.21,22.76,61.02,28.59,0.98,0.85,62.47,0.88,240.21,0.0,0.0,22.82
2025-12-29 02:00:00,87.62,135.43,22.01,63.41,8.89,0.49,0.98,63.21,0.88,298.63,0.0,0.0,22.3
2025-12-29 03:00:00,84.9,131.66,21.55,65.32,5.36,0.55,1.0,66.2,0.78,183.95,0.0,0.0,22.0
2025-12-29 05:00:00,84.34,128.87,21.18,68.13,1.22,0.98,0.91,64.05,1.19,92.5,0.0,0.0,22.57
2025-12-29 06:00:00,103.07,159.88,21.21,68.14,9.32,0.85,0.81,63.95,1.19,98.42,0.0,0.0,22.47
2025-12-29 07:00:00,116.58,186.3,21.26,68.6,17.68,4.53,0.8,63.34,1.17,97.1,7.05,0.0,22.48
2025-12-29 08:00:00,162.35,261.66,22.68,59.49,36.14,5.6,0.71,56.35,1.24,103.57,130.07,0.0,24.37
2025-12-29 09:00:00,65.53,99.22,24.85,47.74,13.15,6.28,0.77,45.27,1.33,98.82,295.57,0.0,26.99
2025-12-29 10:00:00,63.16,95.52,26.4,42.11,3.41,18.65,0.67,34.98,1.28,103.94,415.4,0.0,29.23
2025-12-29 11:00:00,65.68,99.32,27.2,41.24,0.99,31.51,0.48,30.18,1.33,101.89,480.9,0.0,30.96
2025-12-29 12:00:00,68.28,105.12,28.48,38.49,0.7,53.93,0.34,26.84,0.91,126.11,492.62,0.0,32.27
2025-12-29 14:00:00,62.98,96.78,29.42,36.26,8.35,95.64,0.1,32.89,1.2,276.2,315.82,0.0,31.86
2025-12-29 15:00:00,66.42,102.11,29.31,40.57,19.99,109.57,0.07,39.34,1.19,274.21,134.38,0.0,30.65
2025-12-29 16:00:00,75.14,115.53,28.74,45.86,21.33,113.7,0.32,46.13,1.07,276.84,43.15,0.0,29.43
2025-12-29 17:00:00,80.97,124.77,27.53,49.63,22.2,113.81,0.32,53.07,1.16,283.23,7.22,0.0,28.12
2025-12-29 18:00:00,119.06,187.83,26.46,61.17,24.08,87.81,0.29,65.32,0.89,281.06,0.0,0.0,26.65
2025-12-29 19:00:00,125.75,202.08,25.4,64.88,31.21,67.55,0.28,78.11,0.66,269.96,0.0,0.0,25.43
2025-12-29 20:00:00,117.69,187.58,24.96,70.11,39.48,56.8,0.29,72.74,0.93,258.7,0.0,0.0,25.48
2025-12-29 21:00:00,104.31,163.78,24.42,71.55,24.76,43.72,0.31,73.51,0.81,248.56,0.0,0.0,24.75
2025-12-29 22:00:00,99.16,154.69,24.04,64.87,36.08,21.35,0.38,73.53,0.89,271.17,0.0,0.0,24.03
2025-12-29 23:00:00,82.16,125.5,23.92,57.14,62.01,0.46,0.42,69.42,0.75,242.33,0.0,0.0,23.59
2025-12-30 00:00:00,77.82,119.08,23.44,53.88,62.76,0.53,0.4,63.16,0.96,292.3,0.0,0.0,23.18
2025-12-30 01:00:00,84.61,130.34,22.38,59.5,53.21,0.5,0.46,67.76,0.9,308.79,0.0,0.0,22.58
2025-12-30 02:00:00,76.0,116.18,21.68,61.04,53.11,0.56,0.49,66.24,0.81,317.96,0.0,0.0,22.2
2025-12-30 03:00:00,70.08,105.89,21.2,58.28,50.5,0.32,0.54,65.84,0.92,314.91,0.0,0.0,21.8
2025-12-30 04:00:00,70.6,106.92,20.88,59.96,46.37,1.82,0.56,68.23,0.99,315.37,0.0,0.0,21.33
2025-12-30 05:00:00,83.86,128.85,20.7,61.19,44.09,4.09,0.62,70.39,0.87,310.2,0.0,0.0,21.09
2025-12-30 06:00:00,101.82,156.32,20.53,64.75,41.07,4.81,0.67,71.44,0.71,274.38,0.0,0.0,21.09
2025-12-30 07:00:00,169.58,297.62,20.89,65.33,44.53,4.55,0.7,64.96,0.88,81.61,5.98,0.0,21.78
2025-12-30 08:00:00,102.14,161.12,21.86,64.68,52.95,6.84,0.58,55.09,1.08,95.93,117.85,0.0,23.95
2025-12-30 09:00:00,93.84,146.09,23.6,60.23,58.14,7.03,0.59,47.77,0.91,94.85,255.38,0.0,26.6
2025-12-30 10:00:00,81.68,126.22,25.5,53.52,73.62,14.81,0.6,43.14,0.96,88.16,372.73,0.0,28.84
2025-12-30 11:00:00,79.89,123.96,26.87,48.92,65.75,31.01,0.6,36.5,0.84,95.4,435.4,0.0,31.1
2025-12-30 12:00:00,85.23,133.07,28.0,46.76,30.24,59.99,0.48,32.23,0.77,201.15,467.05,0.0,32.23
2025-12-30 13:00:00,87.92,138.54,28.8,46.12,19.5,79.29,0.42,36.37,1.11,267.89,445.43,0.0,31.38
2025-12-30 14:00:00,65.23,101.43,28.86,40.57,6.99,87.02,0.33,36.22,1.02,256.23,316.22,0.0,30.71
2025-12-30 15:00:00,78.95,123.9,28.54,46.46,2.14,108.22,0.28,41.35,0.96,254.11,139.17,0.0,29.52
2025-12-30 18:00:00,118.29,185.38,25.49,65.27,0.23,52.33,0.28,65.06,0.73,274.25,0.0,0.0,25.67
2025-12-30 19:00:00,129.75,209.29,24.96,71.04,0.41,46.66,0.27,71.09,0.93,279.58,0.0,0.0,25.39
2025-12-30 20:00:00,127.69,207.88,24.47,73.11,0.51,47.33,0.27,71.12,0.91,261.06,0.0,0.0,25.12
2025-12-30 21:00:00,131.11,214.69,23.96,76.38,0.5,42.27,0.31,83.78,0.93,262.08,0.0,0.0,24.88
2025-12-30 23:00:00,131.31,213.64,23.27,81.23,41.56,3.57,0.36,99.46,0.63,136.59,0.0,0.0,24.17
2025-12-31 00:00:00,118.52,190.68,22.93,80.68,51.57,1.41,0.37,99.62,0.89,262.67,0.0,0.0,23.11
2025-12-31 01:00:00,117.4,188.33,22.56,78.25,47.99,0.35,0.44,99.68,0.94,279.52,0.0,0.0,22.65
2025-12-31 02:00:00,108.35,172.68,22.21,76.39,41.92,0.13,0.48,99.72,0.92,287.91,0.0,0.0,22.32
2025-12-31 03:00:00,112.98,180.92,22.13,78.99,42.57,0.37,0.49,99.78,0.91,296.29,0.0,0.0,21.92
2025-12-31 04:00:00,123.62,202.56,22.06,81.27,46.26,0.15,0.57,99.72,0.68,187.06,0.0,0.0,21.61
2025-12-31 05:00:00,106.59,171.75,21.6,79.58,40.0,0.36,0.53,99.71,0.96,311.13,0.0,0.0,21.47
2025-12-31 06:00:00,116.76,188.87,20.9,77.82,36.29,0.19,0.57,99.65,0.74,158.72,0.0,0.0,21.28
2025-12-31 07:00:00,197.59,337.67,20.53,77.12,32.43,0.43,0.69,99.66,0.53,233.76,5.72,0.0,20.91
2025-12-31 08:00:00,223.42,392.27,21.59,73.07,49.03,0.83,0.62,83.0,0.63,234.75,114.22,0.0,23.82
2025-12-31 09:00:00,144.77,239.97,23.68,66.06,71.59,5.82,0.68,59.27,0.98,109.01,255.72,0.0,26.57
2025-12-31 10:00:00,78.69,123.08,25.22,60.16,50.29,28.25,0.63,47.41,0.69,211.12,371.6,0.0,28.95
2025-12-31 11:00:00,74.76,116.72,26.29,52.61,29.43,51.19,0.44,40.54,0.69,229.23,459.55,0.0,30.16
2025-12-31 12:00:00,58.61,89.58,27.07,48.77,24.47,58.44,0.31,40.56,0.96,252.56,486.73,0.0,30.82
2025-12-31 13:00:00,60.2,92.56,27.97,48.91,11.76,75.16,0.18,41.74,0.95,262.12,431.4,0.0,30.76
2025-12-31 14:00:00,58.04,89.52,28.5,51.12,7.86,79.41,0.1,43.67,1.2,277.9,304.75,0.0,29.88
2025-12-31 15:00:00,56.44,86.23,28.12,52.25,6.88,71.7,0.04,45.3,1.21,279.44,142.25,0.0,28.93
2025-12-31 16:00:00,53.99,81.86,27.44,50.18,3.73,67.31,0.26,52.47,1.28,278.03,39.55,0.0,27.89
2025-12-31 17:00:00,77.06,120.85,26.37,65.29,6.03,73.89,0.24,63.66,1.19,272.75,8.15,0.0,27.06
2025-12-31 18:00:00,78.79,124.42,25.6,71.39,9.06,43.21,0.23,67.02,1.04,275.32,0.0,0.0,26.3
2025-12-31 19:00:00,101.96,160.83,25.32,71.56,10.03,38.25,0.26,68.05,0.9,279.34,0.0,0.0,25.78
2025-12-31 20:00:00,106.39,169.78,25.18,73.93,9.6,36.92,0.27,70.19,0.97,276.01,0.0,0.0,25.78
2025-12-31 21:00:00,163.99,283.64,24.57,77.28,16.32,25.96,0.28,74.9,0.45,267.68,0.0,0.0,25.08
2025-12-31 22:00:00,132.85,221.56,24.15,80.06,18.79,20.52,0.31,79.97,0.76,293.88,0.0,0.0,24.55
2025-12-31 23:00:00,117.7,193.32,23.82,82.53,40.18,0.67,0.41,98.36,0.89,283.44,0.0,0.0,24.19
2026-01-01 00:00:00,136.8,226.34,23.6,83.17,32.97,0.33,0.44,98.32,0.72,87.04,0.0,0.0,24.49
2026-01-01 01:00:00,120.7,196.18,23.17,84.18,27.56,0.35,0.54,86.6,0.85,95.22,0.0,0.0,24.55
2026-01-01 02:00:00,91.58,146.32,22.85,84.62,14.26,0.45,0.64,92.5,0.72,64.61,0.0,0.0,24.07
2026-01-01 03:00:00,95.97,154.32,22.96,84.08,10.53,0.74,0.7,88.88,1.13,93.0,0.0,0.0,23.95
2026-01-01 04:00:00,76.08,120.45,23.57,80.37,4.93,0.93,0.74,92.1,1.09,87.78,0.0,0.0,23.75
2026-01-01 05:00:00,88.18,143.57,22.42,86.45,0.02,1.97,0.73,95.78,0.69,246.48,0.0,0.25,22.82
2026-01-02 09:00:00,102.57,166.0,24.03,78.72,15.41,15.46,0.67,75.94,0.35,57.77,316.2,0.0,27.16
2026-01-02 10:00:00,91.55,144.28,25.43,70.82,15.22,15.09,0.62,62.34,0.71,129.11,434.9,0.0,28.8
2026-01-02 11:00:00,65.24,101.62,26.88,64.15,18.52,14.86,0.49,52.83,0.36,169.89,520.88,0.0,30.59
2026-01-02 12:00:00,57.18,87.61,27.98,60.03,16.6,15.02,0.35,63.53,0.94,275.93,527.25,0.0,30.1
2026-01-02 13:00:00,58.19,89.22,28.8,58.3,9.5,15.06,0.25,65.41,1.36,284.67,460.95,0.0,29.63
2026-01-02 14:00:00,78.31,122.56,28.87,65.43,5.09,15.46,0.14,66.84,1.23,283.19,356.32,0.05,29.02
2026-01-02 15:00:00,82.05,129.79,28.4,66.21,4.45,15.1,0.07,68.92,1.17,283.33,181.53,0.0,28.58
2026-01-02 16:00:00,85.9,137.45,27.49,69.62,6.03,15.18,0.2,77.99,1.04,283.83,74.5,0.0,27.75
2026-01-02 17:00:00,97.62,156.03,26.42,73.66,9.2,15.3,0.23,83.82,0.95,297.98,16.12,0.0,26.86
2026-01-02 18:00:00,110.43,179.13,25.37,80.35,13.41,15.08,0.26,91.65,1.15,209.9,0.0,0.0,25.93
2026-01-02 19:00:00,113.74,183.75,24.91,82.61,10.36,14.69,0.26,99.47,1.03,282.12,0.0,0.0,25.32
2026-01-02 20:00:00,100.13,159.38,24.52,81.3,10.26,15.21,0.28,99.46,1.04,276.08,0.0,0.0,25.0
2026-01-02 21:00:00,107.18,172.49,23.89,82.52,11.78,15.02,0.3,99.27,0.85,266.82,0.0,0.0,24.25
2026-01-02 22:00:00,105.96,168.55,23.49,83.13,18.94,14.83,0.31,99.55,0.72,254.15,0.0,0.0,23.62
2026-01-02 23:00:00,110.58,176.28,23.06,82.59,16.8,15.15,0.38,99.56,0.91,269.0,0.0,0.0,23.28
2026-01-03 00:00:00,94.91,149.66,22.64,81.87,27.32,15.13,0.32,99.63,0.94,269.09,0.0,0.0,22.97
2026-01-03 01:00:00,86.16,133.98,22.29,82.09,42.19,15.0,0.37,99.72,0.9,292.93,0.0,0.0,22.72
2026-01-03 02:00:00,89.45,141.28,22.04,83.96,112.7,14.98,0.48,99.81,0.87,291.59,0.0,0.0,22.39
2026-01-03 03:00:00,84.98,133.75,22.02,82.42,38.77,15.17,0.47,99.72,0.84,281.2,0.0,0.0,22.1
2026-01-03 04:00:00,83.69,131.62,21.64,83.17,25.57,15.0,0.41,99.7,0.67,268.22,0.0,0.0,21.92
2026-01-03 05:00:00,85.62,134.77,21.26,84.55,24.24,14.99,0.42,99.69,0.57,250.24,0.0,0.0,21.72
2026-01-03 06:00:00,95.97,152.66,21.14,84.49,27.74,15.14,0.42,99.6,0.47,89.76,0.0,0.0,22.17
2026-01-03 07:00:00,124.39,199.08,21.26,85.12,28.11,15.18,0.5,99.56,0.52,246.24,5.73,0.0,22.01
2026-01-03 08:00:00,137.32,223.89,22.58,81.59,31.42,14.95,0.45,86.33,0.64,131.8,88.2,0.0,24.03
2026-01-03 09:00:00,127.68,205.7,24.38,73.97,43.84,14.97,0.47,66.96,0.74,118.39,203.57,0.0,26.68
2026-01-03 10:00:00,99.2,156.75,26.03,67.3,50.16,15.14,0.46,54.91,0.5,79.35,317.7,0.0,28.9
2026-01-03 11:00:00,77.76,121.13,27.91,57.2,48.95,15.19,0.43,50.24,0.56,210.15,403.45,0.0,30.51
2026-01-03 12:00:00,71.22,109.42,29.18,52.76,29.16,15.03,0.39,64.57,1.12,281.96,360.1,0.0,29.27
2026-01-03 13:00:00,72.2,112.06,29.36,57.86,22.51,15.06,0.33,65.0,1.12,288.56,375.38,0.0,29.23
2026-01-03 14:00:00,76.92,119.85,29.33,61.76,16.46,14.82,0.27,66.8,1.17,279.27,284.27,0.0,29.08
2026-01-03 15:00:00,80.8,125.27,28.75,62.6,16.06,15.02,0.24,68.13,1.23,270.5,168.53,0.0,28.51
2026-01-03 16:00:00,86.27,135.3,27.55,64.87,20.42,15.2,0.38,67.88,0.73,295.65,76.83,0.0,28.0
2026-01-03 17:00:00,96.41,151.24,26.87,66.24,21.25,15.5,0.35,66.38,0.92,274.05,13.62,0.0,27.12
2026-01-03 18:00:00,115.78,185.62,26.03,71.36,22.43,15.15,0.31,74.96,0.64,260.7,0.0,0.0,25.93
2026-01-03 19:00:00,135.97,228.5,25.32,77.32,27.33,15.01,0.31,95.88,0.73,259.73,0.0,0.0,25.12
2026-01-03 20:00:00,131.28,221.87,24.99,78.71,36.06,15.13,0.39,99.56,0.92,268.08,0.0,0.0,24.71
2026-01-03 21:00:00,151.89,260.6,24.82,80.33,47.04,14.81,0.44,99.64,0.96,270.02,0.0,0.0,24.59
2026-01-03 22:00:00,161.28,278.68,24.68,80.92,46.68,14.98,0.59,99.72,0.93,271.98,0.0,0.0,24.44
2026-01-03 23:00:00,163.52,286.76,24.17,82.92,48.23,15.1,0.71,99.75,0.9,208.48,0.0,0.0,24.15
2026-01-04 00:00:00,156.4,271.89,23.68,85.46,38.12,15.07,0.55,99.81,0.9,264.44,0.0,0.0,23.79
2026-01-04 01:00:00,153.49,264.32,23.34,86.51,34.0,14.82,0.56,99.83,0.84,267.26,0.0,0.0,23.5
2026-01-04 02:00:00,148.43,256.55,23.06,87.06,27.2,14.91,0.55,99.79,0.88,282.37,0.0,0.0,23.23
2026-01-04 03:00:00,144.66,251.18,22.8,87.75,22.18,15.0,0.54,99.82,0.86,267.81,0.0,0.0,23.03
2026-01-04 04:00:00,138.54,240.88,22.53,88.7,24.89,14.85,0.53,99.85,0.91,266.88,0.0,0.0,22.99
2026-01-04 05:00:00,132.61,229.11,22.21,88.85,23.22,14.92,0.55,99.85,0.93,299.1,0.0,0.0,22.85
2026-01-04 06:00:00,140.11,242.78,22.22,89.26,22.39,15.22,0.58,99.85,0.86,289.29,0.0,0.0,22.67
2026-01-04 07:00:00,146.18,254.45,22.14,89.44,24.46,15.14,0.63,99.85,0.76,301.28,3.85,0.0,22.81
2026-01-04 08:00:00,181.52,326.58,22.67,87.93,39.44,14.98,0.64,97.81,0.71,113.51,69.68,0.0,24.42
2026-01-04 09:00:00,182.75,328.72,23.94,83.29,51.05,14.91,0.69,77.66,0.62,80.85,187.43,0.0,27.07
2026-01-04 10:00:00,161.32,284.5,25.94,73.85,47.14,15.02,0.63,60.15,0.46,118.3,315.65,0.0,29.48
2026-01-04 11:00:00,113.08,188.32,27.86,66.67,48.6,15.08,0.53,52.99,0.83,99.24,390.52,0.0,30.83
2026-01-04 12:00:00,85.47,140.57,29.24,59.17,39.35,15.01,0.43,52.35,0.43,117.03,434.2,0.0,31.95
2026-01-04 13:00:00,87.98,141.49,29.8,58.85,17.67,15.15,0.32,64.6,1.1,278.58,411.23,0.0,30.61
2026-01-04 14:00:00,93.71,151.81,30.14,60.84,13.51,15.12,0.24,70.25,1.18,282.56,307.62,0.0,29.83
2026-01-04 15:00:00,95.3,154.75,29.7,63.38,12.54,14.93,0.15,65.03,1.2,277.31,167.55,0.0,29.79
2026-01-04 16:00:00,92.24,148.56,29.2,63.66,12.0,14.96,0.35,69.53,1.07,270.75,71.42,0.0,29.07
2026-01-04 17:00:00,85.81,135.98,28.4,61.53,16.61,14.76,0.36,67.94,0.93,250.66,14.65,0.0,28.19
2026-01-04 18:00:00,95.7,154.2,27.3,66.94,18.02,21.48,0.36,67.05,0.87,250.99,0.0,0.0,26.84
2026-01-04 19:00:00,112.81,185.52,26.44,72.04,25.08,17.14,0.34,70.26,0.92,247.97,0.0,0.0,26.49
2026-01-04 20:00:00,102.75,164.95,26.34,69.28,46.08,4.84,0.43,70.36,0.91,254.06,0.0,0.0,26.33
2026-01-04 21:00:00,82.08,129.05,25.94,63.68,46.75,3.37,0.56,70.83,0.74,261.67,0.0,0.0,25.78
2026-01-04 22:00:00,83.84,131.57,25.78,62.63,45.32,3.26,0.68,72.52,0.92,273.72,0.0,0.0,24.96
2026-01-04 23:00:00,102.42,164.56,24.92,68.07,35.44,7.84,0.76,72.76,0.74,244.05,0.0,0.0,24.94
2026-01-05 00:00:00,100.54,161.72,24.16,70.83,25.63,9.45,0.5,73.38,0.88,251.64,0.0,0.0,24.38
2026-01-05 01:00:00,98.51,158.5,23.95,70.77,36.89,3.42,0.53,73.11,0.67,264.65,0.0,0.0,24.31
2026-01-05 02:00:00,102.42,165.13,23.42,74.93,39.3,1.35,0.58,76.75,0.88,291.58,0.0,0.0,23.68
2026-01-05 03:00:00,95.86,154.48,23.28,74.32,31.31,6.53,0.58,79.22,0.76,268.67,0.0,0.0,23.65
2026-01-05 04:00:00,95.59,153.8,22.85,76.32,19.04,10.52,0.51,85.29,0.9,283.57,0.0,0.0,23.2
2026-01-05 05:00:00,104.5,171.08,22.65,77.47,28.14,0.66,0.48,99.03,0.75,283.24,0.0,0.0,22.87
2026-01-05 06:00:00,115.72,188.69,22.45,78.93,28.9,0.69,0.45,99.4,0.89,293.49,0.0,0.0,22.78
2026-01-05 07:00:00,149.26,250.45,22.32,80.94,26.31,2.17,0.54,97.92,0.78,248.03,4.45,0.0,23.1
2026-01-05 08:00:00,212.22,374.26,23.43,77.99,36.45,3.92,0.58,73.51,1.12,92.33,76.88,0.0,25.51
2026-01-05 09:00:00,146.81,249.48,25.54,70.7,45.98,4.44,0.64,61.57,1.34,93.69,205.75,0.0,27.53
2026-01-05 10:00:00,101.5,164.4,27.77,58.56,51.62,8.22,0.64,51.88,1.21,89.56,344.07,0.0,29.74
2026-01-05 11:00:00,85.13,137.81,28.66,53.85,52.12,16.89,0.6,45.05,1.24,78.39,447.38,0.0,31.32
2026-01-05 12:00:00,71.11,113.97,29.11,53.1,52.81,27.97,0.52,39.18,1.19,95.77,492.07,0.0,32.6
2026-01-05 13:00:00,74.86,120.78,29.82,52.04,48.85,34.87,0.44,35.98,0.69,122.52,444.42,0.0,33.37
2026-01-05 14:00:00,78.46,124.33,29.77,52.33,28.01,54.23,0.29,40.46,0.82,251.91,336.9,0.0,32.88
2026-01-05 15:00:00,79.53,125.7,30.03,52.84,25.98,68.18,0.21,51.95,1.01,249.28,171.92,0.0,31.01
2026-01-05 16:00:00,83.88,134.55,29.16,56.47,20.6,59.23,0.34,50.19,0.82,244.27,73.78,0.0,29.81
2026-01-05 17:00:00,84.43,134.09,28.08,61.46,21.6,48.9,0.32,59.01,0.97,274.05,20.98,0.0,28.71
2026-01-05 18:00:00,110.4,176.85,27.07,63.63,22.89,42.09,0.31,74.02,0.69,322.41,0.0,0.0,26.95
2026-01-05 19:00:00,164.21,281.23,26.52,74.32,29.25,37.6,0.33,80.59,0.88,268.89,0.0,0.0,26.57
2026-01-05 20:00:00,125.86,215.43,25.88,80.15,23.9,35.05,0.38,93.84,0.94,260.79,0.0,0.0,26.29
2026-01-05 21:00:00,114.18,196.05,25.51,79.62,26.95,25.29,0.41,99.11,0.74,213.26,0.0,0.0,25.84
2026-01-05 22:00:00,109.44,183.32,25.34,73.12,54.74,0.93,0.5,99.27,0.8,279.69,0.0,0.0,25.32
2026-01-05 23:00:00,94.27,152.1,25.19,71.98,55.43,1.58,0.61,99.34,0.92,271.58,0.0,0.0,25.04
2026-01-06 00:00:00,107.91,179.39,24.69,74.42,52.33,1.47,0.59,99.34,0.8,280.7,0.0,0.0,24.69
2026-01-06 01:00:00,95.11,153.38,24.22,75.67,44.07,1.85,0.74,99.41,0.92,305.6,0.0,0.0,24.36
2026-01-06 02:00:00,107.33,175.38,23.74,76.22,42.24,0.69,0.8,99.55,0.9,312.07,0.0,0.0,24.13
2026-01-06 03:00:00,91.2,149.76,23.27,76.98,36.57,0.65,0.8,99.7,0.89,298.62,0.0,0.0,23.7
2026-01-06 04:00:00,94.85,156.11,22.89,79.83,36.79,1.54,0.78,99.75,0.76,153.96,0.0,0.0,23.45
2026-01-06 05:00:00,103.12,171.22,22.77,81.24,40.27,1.29,0.78,99.61,0.65,211.38,0.0,0.0,23.58
2026-01-06 06:00:00,109.67,184.26,22.96,78.86,38.7,2.98,0.75,99.55,1.06,91.22,0.0,0.0,23.81
2026-01-06 07:00:00,188.59,329.58,22.77,81.21,37.4,3.48,0.84,97.6,1.16,99.37,5.25,0.0,24.01
2026-01-06 08:00:00,183.82,321.01,24.33,70.05,43.69,3.56,0.73,81.29,1.2,102.03,93.2,0.0,25.38
2026-01-06 09:00:00,109.5,193.29,26.35,60.48,53.58,7.62,0.72,58.5,1.27,105.36,254.15,0.0,27.79
2026-01-06 10:00:00,71.13,113.69,27.32,53.9,43.24,16.88,0.57,43.92,1.32,102.01,420.02,0.0,29.98
2026-01-06 11:00:00,81.38,130.8,28.13,53.17,34.48,26.17,0.42,37.64,1.4,98.84,513.47,0.0,31.02
2026-01-06 12:00:00,86.52,138.43,28.89,50.84,35.91,33.76,0.28,34.46,1.08,103.97,546.8,0.0,32.37
2026-01-06 13:00:00,71.48,112.97,29.75,45.39,19.59,43.71,0.17,31.65,0.53,191.41,515.42,0.0,33.44
2026-01-06 14:00:00,69.24,109.15,29.76,45.82,0.18,67.84,0.04,34.54,1.06,266.85,400.0,0.0,32.53
2026-01-06 22:00:00,119.82,206.76,24.75,77.8,47.93,6.01,0.44,87.87,0.62,204.83,0.0,0.0,25.31
2026-01-06 23:00:00,123.12,207.78,24.49,74.89,61.64,5.31,0.61,74.21,0.71,82.84,0.0,0.0,25.49
2026-01-07 00:00:00,99.29,163.92,24.02,71.52,50.94,2.29,0.5,78.22,0.57,260.44,0.0,0.0,24.27
2026-01-07 01:00:00,103.08,170.39,23.51,73.09,41.4,1.99,0.56,89.73,0.92,140.85,0.0,0.0,23.55
2026-01-07 02:00:00,95.6,155.47,23.12,74.46,51.23,2.38,0.67,99.26,0.91,312.23,0.0,0.0,23.41
2026-01-07 03:00:00,91.32,151.55,22.77,74.2,53.59,1.73,0.7,99.16,0.92,282.07,0.0,0.0,23.03
2026-01-07 04:00:00,95.48,158.4,22.58,76.82,48.55,2.06,0.7,99.38,0.86,194.16,0.0,0.0,22.95
2026-01-07 05:00:00,96.39,158.99,22.48,77.91,36.32,6.5,0.7,82.86,1.16,94.03,0.0,0.0,23.8
2026-01-07 06:00:00,151.43,261.18,22.01,81.11,47.24,3.01,0.65,83.5,1.07,94.33,0.0,0.0,23.54
2026-01-07 07:00:00,204.17,363.01,22.03,82.76,45.14,2.36,0.67,83.86,1.15,99.5,6.97,0.0,23.56
2026-01-07 08:00:00,213.79,378.22,22.99,79.62,46.34,2.41,0.66,75.63,0.4,115.4,121.58,0.0,25.48
