TIMESTAMP,PM2.5,PM10,TEMPERATURE,HUMIDITY,NO2,Ozone,CO,RH,WS,WD,SR,RF,AT
2025-12-01 00:00:00,131.65,220.32,22.96,64.74,38.19,1.2,0.97,60.63,0.96,145.86,0.0,0.0,23.32
2025-12-01 06:00:00,119.38,188.38,21.77,59.65,7.18,1.23,0.78,53.74,0.99,106.87,0.0,0.0,22.27
2025-12-01 07:00:00,164.5,266.87,22.78,53.86,34.6,1.11,0.82,51.26,1.18,99.24,29.9,0.0,22.97
2025-12-01 08:00:00,99.72,154.72,24.84,46.29,24.78,4.7,0.9,42.94,1.23,95.07,192.75,0.0,25.62
2025-12-01 09:00:00,70.96,106.65,26.57,39.77,2.27,11.49,0.86,37.69,1.35,101.83,374.5,0.0,27.57
2025-12-01 11:00:00,78.29,122.17,28.65,37.51,0.33,35.97,0.73,29.76,1.13,99.36,618.02,0.0,31.32
2025-12-01 20:00:00,164.87,266.93,24.92,65.72,7.68,11.59,0.57,66.22,0.96,189.24,0.0,0.0,23.91
2025-12-01 21:00:00,132.56,219.1,24.85,63.39,26.29,1.16,0.77,67.29,0.93,281.35,0.0,0.0,23.7
2025-12-01 22:00:00,210.02,367.01,23.98,66.74,36.2,0.83,1.0,66.82,0.98,290.64,0.0,0.0,23.31
2025-12-01 23:00:00,142.15,230.68,23.37,66.62,33.9,0.91,1.12,67.32,0.97,225.4,0.0,0.0,23.06
2025-12-02 00:00:00,125.18,202.23,22.96,69.69,53.43,0.86,1.11,69.66,0.96,297.32,0.0,0.0,22.64
2025-12-02 01:00:00,113.51,180.95,22.69,70.79,51.87,0.81,1.25,70.87,0.98,323.61,0.0,0.0,22.41
2025-12-02 02:00:00,98.0,152.62,22.45,70.64,25.37,1.37,1.33,70.72,0.85,332.89,0.0,0.0,22.23
2025-12-02 07:00:00,139.59,224.79,22.47,70.98,30.37,1.17,0.94,65.84,0.89,82.78,19.0,0.0,21.94
2025-12-02 08:00:00,115.12,182.17,24.44,60.4,15.64,1.63,0.93,46.56,0.95,86.14,185.57,0.0,26.04
2025-12-02 09:00:00,80.06,122.44,27.06,45.37,4.51,5.59,0.85,36.79,1.07,93.6,342.75,0.0,28.68
2025-12-02 10:00:00,71.13,107.82,28.8,40.79,4.29,9.88,0.79,34.71,0.9,77.15,472.73,0.0,30.24
2025-12-02 11:00:00,81.02,125.58,29.09,41.45,2.12,15.47,0.68,30.86,0.88,82.39,373.33,0.0,31.44
2025-12-02 12:00:00,77.85,120.46,29.6,39.7,0.37,26.06,0.61,30.84,1.08,90.18,454.02,0.0,31.62
2025-12-02 13:00:00,75.53,115.74,30.14,40.01,0.16,38.05,0.52,27.38,0.64,60.03,502.55,0.0,32.77
2025-12-02 14:00:00,73.9,113.25,30.49,38.15,0.33,37.19,0.42,26.67,0.49,71.57,347.25,0.0,32.68
2025-12-02 21:00:00,134.49,216.04,25.4,67.67,41.79,1.25,0.7,69.94,0.93,294.22,0.0,0.0,24.27
2025-12-02 22:00:00,154.69,253.98,24.77,70.91,44.09,0.84,0.9,69.59,0.96,286.47,0.0,0.0,23.93
2025-12-02 23:00:00,167.44,278.27,24.0,72.38,48.01,0.57,1.15,69.95,0.97,292.87,0.0,0.0,23.5
2025-12-03 00:00:00,157.19,262.3,23.46,74.21,53.91,0.59,1.08,71.07,0.95,225.15,0.0,0.0,23.03
2025-12-03 01:00:00,176.54,295.26,22.93,76.46,44.88,0.64,1.18,72.45,0.9,231.27,0.0,0.0,22.6
2025-12-03 02:00:00,130.38,211.89,22.53,74.04,34.66,0.43,1.15,72.96,0.93,309.94,0.0,0.0,22.08
2025-12-03 03:00:00,116.28,188.27,22.12,74.72,25.46,0.3,1.14,76.25,0.92,317.92,0.0,0.0,21.72
2025-12-03 04:00:00,118.16,190.57,21.95,74.61,7.6,0.35,1.09,75.72,0.73,222.47,0.0,0.0,21.65
2025-12-03 05:00:00,92.8,144.32,22.93,60.07,4.71,0.99,1.02,59.55,1.07,97.69,0.0,0.0,22.82
2025-12-03 06:00:00,96.1,149.53,23.14,57.6,38.66,0.39,0.95,59.43,0.71,101.79,0.0,0.0,22.41
2025-12-03 07:00:00,157.78,255.9,23.04,57.35,49.61,0.83,0.91,53.38,1.19,98.76,22.15,0.0,23.3
2025-12-03 08:00:00,129.99,207.3,24.78,51.44,30.56,2.52,0.92,45.53,1.17,71.74,139.17,0.0,25.36
2025-12-03 09:00:00,83.27,127.83,26.96,45.73,49.09,9.47,0.88,38.95,1.29,66.87,320.8,0.0,27.83
2025-12-03 10:00:00,87.01,135.18,28.07,45.0,51.79,10.86,0.83,37.08,1.19,94.71,476.95,0.0,29.83
2025-12-03 11:00:00,94.36,147.92,28.74,46.56,41.31,26.96,0.78,35.49,1.36,99.49,561.05,0.0,30.85
2025-12-03 12:00:00,90.85,141.78,29.64,46.13,35.39,36.39,0.73,33.86,1.13,64.13,581.27,0.0,32.31
2025-12-03 13:00:00,83.91,129.7,30.52,43.45,13.81,53.31,0.69,30.74,0.76,154.1,531.58,0.0,33.18
2025-12-03 14:00:00,76.92,119.08,30.87,41.74,39.32,52.0,0.65,29.9,0.35,139.74,313.38,0.0,32.99
2025-12-03 15:00:00,73.28,111.66,30.97,40.15,39.53,43.36,0.61,31.37,0.25,167.41,127.65,0.0,32.24
2025-12-03 16:00:00,71.37,108.79,30.71,40.25,44.35,32.95,0.67,35.3,0.36,251.36,52.8,0.0,31.06
2025-12-03 17:00:00,84.92,130.5,29.51,48.02,49.03,19.93,0.66,39.47,0.87,270.74,7.67,0.0,29.0
2025-12-03 18:00:00,98.44,153.08,27.86,52.59,55.78,4.46,0.66,50.54,0.93,284.01,0.0,0.0,26.98
2025-12-03 19:00:00,103.69,161.99,26.98,55.58,49.96,2.99,0.67,57.03,0.99,268.49,0.0,0.0,26.07
2025-12-03 20:00:00,86.88,134.12,26.64,55.59,50.93,0.85,0.73,55.47,0.9,210.44,0.0,0.0,25.73
2025-12-03 21:00:00,97.92,153.22,26.45,54.91,49.09,0.82,1.05,57.26,0.55,275.57,0.0,0.0,25.26
2025-12-03 22:00:00,129.03,206.85,25.64,59.36,46.34,0.39,1.21,58.27,0.96,310.88,0.0,0.0,24.71
2025-12-03 23:00:00,131.62,212.58,24.9,63.01,47.99,0.69,1.33,58.58,0.89,281.67,0.0,0.0,24.33
2025-12-04 00:00:00,171.68,283.56,24.54,64.86,49.96,0.35,1.08,58.65,0.71,300.28,0.0,0.0,24.23
2025-12-04 01:00:00,110.21,175.93,24.48,62.97,32.99,0.5,1.05,56.96,0.79,174.68,0.0,0.0,24.49
2025-12-04 02:00:00,92.56,143.78,24.65,60.67,27.2,5.85,0.96,56.96,0.98,134.98,0.0,0.0,24.38
2025-12-04 03:00:00,91.96,142.53,24.3,61.91,17.11,5.91,0.84,57.32,0.58,93.58,0.0,0.0,24.23
2025-12-04 04:00:00,83.84,128.68,24.3,59.49,15.9,10.94,0.73,54.43,1.18,96.53,0.0,0.0,24.33
2025-12-04 05:00:00,79.15,122.29,24.79,55.66,28.84,7.58,0.67,53.43,1.31,100.15,0.0,0.0,24.35
2025-12-04 06:00:00,85.78,132.01,24.88,54.85,43.53,2.5,0.6,54.57,1.22,102.31,0.0,0.0,23.89
2025-12-04 07:00:00,85.91,133.31,25.71,52.88,42.64,2.13,0.59,53.62,1.29,104.62,20.35,0.0,24.21
2025-12-04 08:00:00,89.36,137.8,26.62,52.14,46.17,3.04,0.75,50.12,1.38,104.85,143.05,0.0,25.81
2025-12-04 09:00:00,87.42,134.68,27.74,51.11,47.02,9.61,0.72,44.24,1.27,22.02,287.35,0.0,27.84
2025-12-04 10:00:00,89.77,142.44,28.75,48.41,41.27,21.08,0.69,41.7,1.35,87.53,420.65,0.0,29.11
2025-12-04 11:00:00,95.51,152.28,29.27,48.85,38.19,31.73,0.66,39.52,1.38,71.77,512.38,0.0,30.52
2025-12-04 12:00:00,90.6,143.68,30.16,49.16,47.49,41.7,0.71,36.49,1.21,90.37,541.05,0.0,32.19
2025-12-04 13:00:00,87.74,137.63,30.88,48.22,44.71,40.19,0.71,33.87,1.0,76.98,513.9,0.0,33.32
2025-12-04 14:00:00,85.52,133.87,31.21,46.92,34.56,44.12,0.64,33.72,0.73,210.59,330.07,0.0,33.32
2025-12-04 15:00:00,85.6,136.56,31.32,47.13,33.06,35.03,0.55,32.28,0.29,104.75,119.95,0.0,32.51
2025-12-04 16:00:00,84.56,131.67,31.08,45.63,41.79,18.05,0.65,31.11,0.51,172.62,43.42,0.0,31.44
2025-12-04 17:00:00,125.31,197.93,29.54,54.02,40.71,18.97,0.62,40.76,0.79,257.75,10.72,0.0,29.6
2025-12-04 18:00:00,104.74,171.68,28.58,55.4,53.04,2.56,0.61,49.81,0.95,270.39,0.0,0.0,27.82
2025-12-04 19:00:00,116.89,186.86,27.69,58.14,49.66,1.24,0.66,57.0,0.96,284.94,0.0,0.0,26.58
2025-12-04 20:00:00,100.84,160.2,27.24,60.25,43.65,1.07,0.72,59.27,0.91,274.53,0.0,0.0,26.33
2025-12-04 21:00:00,103.7,165.15,26.82,62.32,41.86,0.46,0.89,60.44,0.9,297.11,0.0,0.0,25.83
2025-12-04 22:00:00,119.9,192.98,26.09,65.16,38.28,0.57,1.01,62.63,1.0,307.7,0.0,0.0,25.48
2025-12-04 23:00:00,139.49,229.46,25.42,68.92,41.39,0.28,1.12,63.37,0.93,281.26,0.0,0.0,25.92
2025-12-05 00:00:00,128.26,210.78,25.0,70.69,51.71,0.17,0.97,60.73,0.71,258.46,0.0,0.0,25.61
2025-12-05 01:00:00,105.29,167.71,25.19,66.76,47.3,0.19,0.95,61.9,0.61,164.48,0.0,0.0,25.39
2025-12-05 02:00:00,88.8,140.13,25.41,62.22,42.9,2.92,0.87,58.62,0.77,133.33,0.0,0.0,25.76
2025-12-05 03:00:00,80.06,125.02,25.54,58.23,31.56,15.46,0.76,54.37,1.02,71.43,0.0,0.0,26.08
2025-12-05 04:00:00,79.08,123.33,25.62,56.47,29.84,18.23,0.67,52.98,1.25,44.73,0.0,0.0,26.05
2025-12-05 05:00:00,80.1,124.22,25.58,56.66,33.04,17.87,0.56,52.21,1.26,90.47,0.0,0.0,25.88
2025-12-05 06:00:00,81.44,126.6,26.2,55.83,37.67,8.9,0.48,53.83,1.27,97.41,0.0,0.0,25.59
2025-12-05 07:00:00,80.16,125.64,26.76,53.81,42.81,2.33,0.48,55.51,1.23,99.24,20.95,0.0,25.7
2025-12-05 08:00:00,81.39,126.0,27.09,53.67,45.43,3.3,0.73,50.5,1.23,89.2,155.18,0.0,27.66
2025-12-05 09:00:00,73.8,113.25,27.94,51.88,41.27,16.37,0.74,45.66,1.35,97.43,297.25,0.0,28.99
2025-12-05 10:00:00,85.0,131.43,29.12,49.25,37.77,26.49,0.74,40.27,1.11,92.3,462.8,0.0,31.41
2025-12-05 11:00:00,85.92,135.21,30.01,49.46,33.89,30.05,0.7,37.21,1.0,64.64,557.48,0.0,33.59
2025-12-05 12:00:00,84.2,132.09,30.72,49.0,23.79,41.67,0.68,36.66,1.21,81.23,586.8,0.0,33.94
2025-12-05 13:00:00,83.92,131.63,30.7,49.02,7.0,46.33,0.64,35.68,0.84,62.89,527.9,0.0,35.2
2025-12-05 14:00:00,83.64,131.17,30.68,49.03,5.45,42.33,0.58,36.03,0.64,70.37,388.4,0.0,34.97
2025-12-05 21:00:00,81.68,127.96,30.53,49.11,42.68,0.13,0.87,57.65,0.95,284.63,0.0,0.0,27.24
2025-12-05 22:00:00,81.4,127.5,30.51,49.12,38.14,0.66,0.93,59.93,0.82,222.91,0.0,0.0,26.96
2025-12-05 23:00:00,81.12,127.04,30.49,49.14,37.72,0.45,1.19,57.72,0.7,131.19,0.0,0.0,27.29
2025-12-06 00:00:00,80.84,126.58,30.47,49.15,23.52,0.4,1.0,55.62,0.97,116.62,0.0,0.0,27.64
2025-12-06 01:00:00,80.56,126.12,30.45,49.16,10.62,0.42,0.98,56.48,1.02,95.98,0.0,0.0,27.32
2025-12-06 02:00:00,80.28,125.66,30.43,49.17,4.78,3.93,0.92,56.3,0.86,74.7,0.0,0.0,26.87
2025-12-06 05:00:00,79.44,124.28,30.36,49.21,4.21,6.43,0.62,55.16,1.07,80.67,0.0,0.0,25.89
2025-12-06 06:00:00,79.16,123.82,30.34,49.22,4.84,3.31,0.58,55.83,1.14,86.73,0.0,0.0,25.51
2025-12-06 07:00:00,78.88,123.37,30.32,49.23,17.57,2.99,0.55,53.99,1.22,95.94,15.75,0.0,25.74
2025-12-06 08:00:00,78.6,122.91,30.3,49.24,8.26,3.4,0.69,49.67,1.03,82.22,136.93,0.0,27.37
2025-12-06 09:00:00,78.32,122.45,30.28,49.26,24.51,13.06,0.7,44.8,1.32,84.91,258.52,0.0,28.63
2025-12-06 10:00:00,78.04,121.99,30.26,49.27,43.04,16.37,0.65,41.32,1.17,91.04,394.95,0.0,30.18
2025-12-06 11:00:00,77.76,121.53,30.24,49.28,45.78,29.52,0.62,38.43,1.25,87.05,447.0,0.0,31.49
2025-12-06 12:00:00,77.48,121.07,30.22,49.29,39.45,72.73,0.55,35.13,1.19,70.77,472.68,0.0,32.56
2025-12-06 13:00:00,77.2,120.61,30.2,49.31,35.6,71.58,0.51,32.41,0.9,90.46,427.23,0.0,33.35
2025-12-06 14:00:00,76.92,120.15,30.17,49.32,35.44,62.53,0.51,32.4,0.48,66.08,294.8,0.0,33.77
2025-12-06 15:00:00,76.64,119.69,30.15,49.33,34.26,51.27,0.47,33.49,0.14,164.0,122.58,0.0,32.93
2025-12-06 16:00:00,76.36,119.23,30.13,49.34,26.43,51.1,0.56,36.48,0.54,278.3,63.4,0.0,31.94
2025-12-06 17:00:00,76.08,118.77,30.11,49.35,21.35,47.7,0.53,51.53,0.93,280.88,8.82,0.0,29.68
2025-12-06 18:00:00,75.8,118.31,30.09,49.37,18.49,32.23,0.53,61.19,0.99,275.25,0.0,0.0,28.1
2025-12-06 19:00:00,75.52,117.85,30.07,49.38,14.02,42.16,0.51,59.77,1.0,274.56,0.0,0.0,27.67
2025-12-06 20:00:00,75.24,117.4,30.05,49.39,12.93,42.46,0.51,67.41,0.97,265.87,0.0,0.0,27.22
2025-12-06 21:00:00,74.96,116.94,30.03,49.4,21.01,22.76,0.52,74.68,0.9,278.39,0.0,0.0,26.4
2025-12-06 22:00:00,74.68,116.48,30.01,49.41,29.7,7.56,0.59,87.62,0.87,215.44,0.0,0.0,25.95
2025-12-06 23:00:00,74.4,116.02,29.98,49.43,41.14,0.47,0.74,81.44,0.78,161.7,0.0,0.0,25.97
2025-12-07 00:00:00,74.12,115.56,29.96,49.44,18.53,0.3,0.83,69.27,0.66,232.08,0.0,0.0,26.05
2025-12-07 01:00:00,73.84,115.1,29.94,49.45,12.86,0.27,0.94,68.94,0.69,170.88,0.0,0.0,25.44
2025-12-07 02:00:00,73.57,114.64,29.92,49.46,0.01,3.57,0.94,58.96,0.99,95.64,0.0,0.0,26.22
2025-12-07 03:00:00,73.29,114.18,29.9,49.47,4.7,5.11,0.87,56.57,1.09,89.68,0.0,0.0,25.88
2025-12-07 05:00:00,72.73,113.26,29.86,49.5,3.63,4.71,0.76,50.18,1.11,97.52,0.0,0.0,25.25
2025-12-07 06:00:00,72.45,112.8,29.84,49.51,7.73,3.18,0.7,48.93,0.94,91.55,0.0,0.0,25.09
2025-12-07 07:00:00,72.17,112.34,29.82,49.52,16.32,3.37,0.69,50.01,1.08,93.67,22.48,0.0,25.01
2025-12-07 08:00:00,71.89,111.89,29.8,49.53,16.06,5.66,0.7,46.67,1.19,82.45,115.72,0.0,26.27
2025-12-07 09:00:00,71.61,111.43,29.77,49.55,6.82,15.45,0.66,39.59,1.14,79.61,342.73,0.0,29.0
2025-12-07 10:00:00,71.33,110.97,29.75,49.56,0.53,28.88,0.64,36.01,1.38,95.84,474.18,0.0,30.21
2025-12-07 11:00:00,71.05,110.51,29.73,49.57,5.13,39.06,0.61,33.5,1.38,106.63,566.75,0.0,31.64
2025-12-07 12:00:00,70.77,110.05,29.71,49.58,1.44,52.13,0.56,30.07,1.23,108.74,594.3,0.0,33.09
2025-12-07 13:00:00,70.49,109.59,29.69,49.59,1.64,48.87,0.54,28.23,0.79,110.6,551.58,0.0,34.24
2025-12-07 14:00:00,70.21,109.13,29.67,49.61,1.29,58.85,0.52,26.79,0.44,156.0,364.0,0.0,34.41
2025-12-08 00:00:00,67.41,104.54,29.46,49.73,15.7,21.72,0.58,99.29,0.91,274.93,0.0,0.0,24.41
2025-12-08 01:00:00,67.13,104.08,29.44,49.74,30.52,5.6,0.6,99.3,0.7,310.98,0.0,0.0,24.1
2025-12-08 02:00:00,66.85,103.62,29.42,49.75,36.38,0.54,0.68,99.42,0.93,209.29,0.0,0.0,23.8
2025-12-08 03:00:00,66.57,103.16,29.39,49.76,36.09,1.13,0.74,90.94,0.96,144.21,0.0,0.0,24.11
2025-12-08 04:00:00,66.29,102.7,29.37,49.78,31.3,1.67,0.8,69.71,0.97,85.78,0.0,0.0,24.23
2025-12-08 05:00:00,66.01,102.24,29.35,49.79,30.07,0.84,0.81,70.29,1.14,96.3,0.0,0.0,23.83
2025-12-08 06:00:00,65.73,101.78,29.33,49.8,30.89,1.15,0.81,66.51,1.2,99.5,0.0,0.0,24.0
2025-12-08 07:00:00,65.45,101.32,29.31,49.81,30.73,0.88,0.85,61.67,1.24,97.6,9.62,0.0,24.25
2025-12-08 08:00:00,65.17,100.86,29.29,49.82,38.11,2.88,0.76,51.09,1.27,104.43,154.8,0.0,26.38
2025-12-08 09:00:00,64.89,100.4,29.27,49.84,45.13,7.1,0.72,39.99,1.27,96.06,342.7,0.0,29.02
2025-12-08 10:00:00,64.61,99.95,29.25,49.85,52.77,15.37,0.73,34.1,1.22,107.38,465.98,0.0,30.72
2025-12-08 11:00:00,64.33,99.49,29.23,49.86,55.03,30.26,0.69,29.98,1.06,67.55,553.88,0.0,32.61
2025-12-08 12:00:00,64.05,99.03,29.21,49.87,50.31,46.35,0.66,27.72,0.86,93.19,573.35,0.0,34.02
2025-12-08 13:00:00,63.77,98.57,29.18,49.88,31.75,72.17,0.64,25.27,0.57,165.84,523.02,0.0,35.02
2025-12-08 14:00:00,63.49,98.11,29.16,49.9,15.01,86.88,0.59,36.01,1.07,213.93,373.65,0.0,33.73
2025-12-08 15:00:00,63.21,97.65,29.14,49.91,13.59,89.79,0.43,37.57,0.94,279.31,107.1,0.0,31.91
2025-12-08 18:00:00,62.37,96.27,29.08,49.94,35.52,24.37,0.28,52.15,0.69,274.51,0.0,0.0,27.47
2025-12-08 19:00:00,62.09,95.81,29.06,49.96,34.43,24.26,0.29,56.99,0.93,255.53,0.0,0.0,26.55
2025-12-08 20:00:00,61.81,95.35,29.04,49.97,49.62,5.12,0.33,56.61,0.92,281.95,0.0,0.0,26.13
2025-12-08 21:00:00,61.53,94.89,29.02,49.98,52.5,0.99,0.46,60.94,0.83,298.01,0.0,0.0,25.58
2025-12-08 22:00:00,61.25,94.43,28.99,49.99,49.82,0.8,0.68,60.49,0.7,240.84,0.0,0.0,25.55
2025-12-08 23:00:00,60.97,93.98,28.97,50.0,44.6,0.94,0.93,60.39,0.92,246.06,0.0,0.0,25.13
2025-12-09 00:00:00,60.69,93.52,28.95,50.02,54.04,0.71,0.76,62.73,0.95,312.69,0.0,0.0,24.29
2025-12-09 01:00:00,60.41,93.06,28.93,50.03,41.28,1.18,0.81,65.59,0.58,338.32,0.0,0.0,23.83
2025-12-09 02:00:00,60.13,92.6,28.91,50.04,16.02,0.75,0.83,61.03,0.73,68.23,0.0,0.0,23.95
2025-12-09 05:00:00,59.29,91.22,28.85,50.08,13.67,1.06,0.59,47.05,1.2,102.11,0.0,0.0,23.95
2025-12-09 06:00:00,59.01,90.76,28.83,50.09,9.74,1.36,0.52,44.87,1.22,107.11,0.0,0.0,23.82
2025-12-09 07:00:00,58.73,90.3,28.81,50.1,31.42,1.04,0.45,42.33,0.8,127.62,29.4,0.0,24.11
2025-12-09 08:00:00,58.45,89.84,28.78,50.11,29.45,1.96,0.52,33.95,0.96,99.9,232.95,0.0,27.55
2025-12-09 09:00:00,58.17,89.38,28.76,50.12,6.81,8.32,0.5,27.77,1.3,96.93,425.85,0.0,29.85
2025-12-09 10:00:00,57.89,88.92,28.74,50.14,3.37,19.02,0.49,22.1,1.3,91.53,574.23,0.0,32.07
2025-12-09 11:00:00,57.61,88.46,28.72,50.15,40.76,25.94,0.37,16.72,0.74,74.67,659.45,0.0,34.38
2025-12-09 12:00:00,57.33,88.01,28.7,50.16,48.11,30.61,0.3,16.73,0.72,0.07,678.1,0.0,34.59
2025-12-10 12:00:00,50.62,76.98,28.19,50.45,43.79,42.52,0.28,16.91,0.32,155.09,651.72,0.0,34.73
2025-12-10 13:00:00,50.34,76.52,28.17,50.46,37.53,52.74,0.19,16.24,0.52,168.39,603.5,0.0,35.23
2025-12-10 14:00:00,50.06,76.07,28.15,50.47,24.32,62.9,0.12,22.67,0.68,222.33,371.55,0.0,34.15
2025-12-10 15:00:00,49.78,75.61,28.13,50.49,17.42,52.34,0.06,34.41,0.97,148.91,157.73,0.0,32.36
2025-12-10 16:00:00,49.5,75.15,28.11,50.5,17.12,45.65,0.18,51.45,0.95,262.54,31.67,0.0,30.15
2025-12-10 17:00:00,49.22,74.69,28.09,50.51,29.92,31.41,0.16,48.27,0.65,255.32,6.8,0.0,28.98
2025-12-10 18:00:00,48.94,74.23,28.07,50.52,31.92,22.43,0.14,46.22,0.98,258.91,0.0,0.0,27.17
2025-12-10 19:00:00,48.66,73.77,28.05,50.53,30.06,21.4,0.17,44.56,0.95,250.01,0.0,0.0,26.53
2025-12-10 20:00:00,48.38,73.31,28.03,50.55,44.65,5.62,0.24,49.33,0.9,282.42,0.0,0.0,25.48
2025-12-10 21:00:00,48.1,72.85,28.0,50.56,49.41,0.91,0.47,53.46,0.91,281.59,0.0,0.0,24.82
2025-12-10 22:00:00,47.82,72.39,27.98,50.57,39.1,1.08,0.77,55.04,0.83,218.11,0.0,0.0,24.48
2025-12-10 23:00:00,47.54,71.93,27.96,50.58,30.09,0.86,1.1,49.75,0.85,206.51,0.0,0.0,25.22
2025-12-11 00:00:00,47.26,71.47,27.94,50.6,37.25,0.76,0.84,50.81,0.97,228.03,0.0,0.0,23.87
2025-12-11 01:00:00,46.98,71.01,27.92,50.61,13.08,0.69,0.94,47.58,0.88,149.18,0.0,0.0,23.99
2025-12-11 06:00:00,45.58,68.72,27.82,50.67,4.29,0.56,0.27,38.04,0.93,95.19,0.0,0.0,23.38
2025-12-11 07:00:00,45.3,68.26,27.79,50.68,4.12,1.0,0.23,37.31,1.29,104.94,26.12,0.0,23.91
2025-12-11 08:00:00,45.02,67.8,27.77,50.69,2.29,2.98,0.43,34.95,1.28,100.06,172.28,0.0,25.64
2025-12-11 09:00:00,44.74,67.34,27.75,50.7,48.86,6.45,0.46,27.81,1.14,80.93,411.12,0.0,29.26
2025-12-11 10:00:00,44.46,66.88,27.73,50.72,57.89,13.23,0.45,24.5,1.11,98.08,553.35,0.0,31.22
2025-12-11 11:00:00,44.18,66.42,27.71,50.73,53.69,27.5,0.39,20.06,0.99,78.47,640.35,0.0,33.22
2025-12-11 12:00:00,43.9,65.96,27.69,50.74,44.66,38.58,0.31,17.09,0.94,106.01,654.02,0.0,33.79
2025-12-11 13:00:00,43.62,65.5,27.67,50.75,28.37,46.19,0.23,13.95,0.62,90.91,616.2,0.0,34.71
2025-12-11 14:00:00,43.34,65.04,27.65,50.76,26.45,56.71,0.17,20.98,0.62,244.5,373.7,0.0,33.58
2025-12-11 15:00:00,43.06,64.59,27.63,50.78,17.7,71.42,0.09,34.66,1.01,245.77,116.07,0.0,31.64
2025-12-11 16:00:00,42.78,64.13,27.6,50.79,19.36,57.1,0.16,40.04,1.03,260.62,31.38,0.0,30.44
2025-12-11 17:00:00,42.5,63.67,27.58,50.8,33.5,38.1,0.18,46.94,1.13,270.08,2.7,0.0,28.86
2025-12-11 18:00:00,70.6,104.72,27.06,52.92,41.57,37.27,0.17,48.87,1.06,262.97,0.0,0.0,27.2
2025-12-11 19:00:00,68.86,102.01,25.84,55.88,26.75,33.5,0.2,47.99,0.99,248.25,0.0,0.0,26.32
2025-12-11 20:00:00,79.25,117.95,25.11,56.59,38.75,21.75,0.21,52.62,0.91,250.28,0.0,0.0,25.16
2025-12-11 21:00:00,74.35,111.57,24.85,54.74,55.6,3.0,0.36,54.63,0.78,264.9,0.0,0.0,24.67
2025-12-11 22:00:00,101.47,154.86,23.95,57.31,53.58,0.82,0.55,56.41,1.0,200.34,0.0,0.0,23.89
2025-12-11 23:00:00,97.05,147.0,23.29,58.23,52.09,0.98,0.83,58.7,0.88,307.17,0.0,0.0,23.54
2025-12-12 00:00:00,88.52,133.28,22.62,60.37,44.83,0.74,0.64,58.65,0.9,233.0,0.0,0.0,22.88
2025-12-12 01:00:00,63.48,93.86,22.42,59.62,16.55,0.62,0.71,53.86,0.93,152.7,0.0,0.0,23.32
2025-12-12 02:00:00,74.94,112.6,21.63,62.9,0.04,2.56,0.65,48.86,1.21,95.53,0.0,0.0,23.88
2025-12-12 05:00:00,76.11,113.58,20.9,64.69,0.01,1.76,0.36,50.45,0.84,86.46,0.0,0.0,22.41
2025-12-12 06:00:00,80.58,120.12,20.74,60.84,18.56,1.06,0.31,50.18,0.97,84.19,0.0,0.0,22.22
2025-12-12 07:00:00,109.78,167.81,21.04,60.46,32.08,0.85,0.35,51.5,1.12,90.05,23.98,0.0,22.49
2025-12-12 08:00:00,129.07,199.65,21.98,57.44,31.27,2.18,0.47,42.83,1.31,95.79,187.28,0.0,25.37
2025-12-12 09:00:00,62.19,96.37,24.08,48.96,16.36,5.29,0.53,32.59,1.07,95.56,392.35,0.0,28.86
2025-12-12 10:00:00,51.14,83.27,25.78,45.23,35.7,21.41,0.47,27.66,1.36,108.01,540.9,0.0,30.24
2025-12-12 11:00:00,48.94,73.22,27.37,39.06,37.42,32.41,0.38,23.04,1.07,106.23,627.95,0.0,31.89
2025-12-12 12:00:00,48.68,74.73,28.72,34.78,32.48,32.91,0.28,19.27,0.9,110.65,657.97,0.0,33.69
2025-12-12 13:00:00,44.47,65.29,29.67,27.89,15.68,64.92,0.23,19.55,0.99,171.8,569.02,0.0,33.99
2025-12-12 14:00:00,51.57,78.72,29.8,37.9,2.21,106.49,0.18,35.34,1.34,281.87,338.23,0.0,31.31
2025-12-12 15:00:00,51.81,77.61,29.76,39.49,23.03,105.64,0.09,37.47,1.14,145.87,125.38,0.0,30.09
2025-12-12 16:00:00,51.06,76.09,29.04,41.27,51.75,55.65,0.26,44.98,1.16,286.38,34.27,0.0,29.21
2025-12-12 17:00:00,53.41,80.55,27.86,41.26,32.97,41.96,0.25,44.13,1.01,274.48,3.12,0.0,27.98
2025-12-12 18:00:00,69.4,104.46,26.41,52.9,28.72,43.41,0.24,43.98,0.99,262.21,0.0,0.0,26.66
2025-12-12 19:00:00,65.37,96.77,25.46,55.58,32.06,36.67,0.25,48.07,0.95,245.92,0.0,0.0,25.61
2025-12-12 20:00:00,63.82,95.07,24.95,53.76,31.16,29.8,0.31,51.1,0.99,258.49,0.0,0.0,24.92
2025-12-12 21:00:00,86.32,130.36,24.71,47.82,51.89,5.25,0.38,54.51,0.96,282.81,0.0,0.0,24.25
2025-12-12 22:00:00,130.57,203.63,23.7,54.37,52.63,0.85,0.63,53.03,1.02,291.64,0.0,0.0,23.8
2025-12-12 23:00:00,108.9,168.72,23.0,56.66,49.6,0.96,0.81,53.44,0.88,148.44,0.0,0.0,23.5
2025-12-13 00:00:00,99.28,152.6,22.34,58.5,56.84,1.11,0.68,56.22,0.96,287.22,0.0,0.0,22.96
